experiment_start=2026-07-10T17:43:09Z description=refine matrix lr to 0.034
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011307 | lrm: 1.00 | dt: 1557ms | tok/sec: 42,086 | mfu: 1.2% | epoch: 1 | remaining: 180s    
step 00711 (18.3%) | loss: 5.184968 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,269 | mfu: 39.1% | epoch: 1 | remaining: 147s    
step 00712 (18.3%) | loss: 5.184475 | lrm: 1.00 | dt: 48ms | tok/sec: 1,375,668 | mfu: 38.5% | epoch: 1 | remaining: 147s    
step 00713 (18.3%) | loss: 5.182646 | lrm: 1.00 | dt: 47ms | tok/sec: 1,385,235 | mfu: 38.8% | epoch: 1 | remaining: 147s    
step 00714 (18.4%) | loss: 5.187812 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,530 | mfu: 39.2% | epoch: 1 | remaining: 147s    
step 00715 (18.4%) | loss: 5.182510 | lrm: 1.00 | dt: 46ms | tok/sec: 1,411,490 | mfu: 39.5% | epoch: 1 | remaining: 147s    
step 00716 (18.4%) | loss: 5.172882 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,478 | mfu: 39.1% | epoch: 1 | remaining: 147s    
step 00717 (18.4%) | loss: 5.162023 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,428 | mfu: 38.9% | epoch: 1 | remaining: 147s    
step 00718 (18.5%) | loss: 5.154111 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,275 | mfu: 38.9% | epoch: 1 | remaining: 147s    
step 00719 (18.5%) | loss: 5.146498 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,044 | mfu: 39.2% | epoch: 1 | remaining: 147s    
step 00720 (18.5%) | loss: 5.142194 | lrm: 1.00 | dt: 48ms | tok/sec: 1,379,002 | mfu: 38.6% | epoch: 1 | remaining: 147s    
step 00721 (18.5%) | loss: 5.147758 | lrm: 1.00 | dt: 47ms | tok/sec: 1,388,945 | mfu: 38.9% | epoch: 1 | remaining: 147s    
step 00722 (18.6%) | loss: 5.149435 | lrm: 1.00 | dt: 47ms | tok/sec: 1,388,517 | mfu: 38.8% | epoch: 1 | remaining: 147s    
step 00723 (18.6%) | loss: 5.158039 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,120 | mfu: 39.1% | epoch: 1 | remaining: 146s    
step 00724 (18.6%) | loss: 5.152971 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,258 | mfu: 39.4% | epoch: 1 | remaining: 146s    
step 00725 (18.6%) | loss: 5.168095 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,301 | mfu: 39.0% | epoch: 1 | remaining: 146s    
step 00726 (18.7%) | loss: 5.169497 | lrm: 1.00 | dt: 47ms | tok/sec: 1,385,633 | mfu: 38.8% | epoch: 1 | remaining: 146s    
step 00727 (18.7%) | loss: 5.170883 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,965 | mfu: 39.0% | epoch: 1 | remaining: 146s    
step 00728 (18.7%) | loss: 5.172422 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,744 | mfu: 39.2% | epoch: 1 | remaining: 146s    
step 00729 (18.7%) | loss: 5.180649 | lrm: 1.00 | dt: 48ms | tok/sec: 1,368,007 | mfu: 38.3% | epoch: 1 | remaining: 146s    
step 00730 (18.8%) | loss: 5.183666 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,959 | mfu: 38.7% | epoch: 1 | remaining: 146s    
step 00731 (18.8%) | loss: 5.178735 | lrm: 1.00 | dt: 47ms | tok/sec: 1,380,602 | mfu: 38.6% | epoch: 1 | remaining: 146s    
step 00732 (18.8%) | loss: 5.176408 | lrm: 1.00 | dt: 48ms | tok/sec: 1,379,362 | mfu: 38.6% | epoch: 1 | remaining: 146s    
step 00733 (18.9%) | loss: 5.169370 | lrm: 1.00 | dt: 47ms | tok/sec: 1,391,963 | mfu: 38.9% | epoch: 1 | remaining: 146s    
step 00734 (18.9%) | loss: 5.162890 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,346 | mfu: 39.1% | epoch: 1 | remaining: 146s    
step 00735 (18.9%) | loss: 5.153170 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,287 | mfu: 39.2% | epoch: 1 | remaining: 146s    
step 00736 (18.9%) | loss: 5.151220 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,264 | mfu: 39.0% | epoch: 1 | remaining: 146s    
step 00737 (19.0%) | loss: 5.148000 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,153 | mfu: 38.9% | epoch: 1 | remaining: 146s    
step 00738 (19.0%) | loss: 5.141471 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,466 | mfu: 39.2% | epoch: 1 | remaining: 146s    
step 00739 (19.0%) | loss: 5.140254 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,978 | mfu: 39.1% | epoch: 1 | remaining: 146s    
step 00740 (19.0%) | loss: 5.138659 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,402 | mfu: 38.9% | epoch: 1 | remaining: 146s    
step 00741 (19.1%) | loss: 5.131578 | lrm: 1.00 | dt: 47ms | tok/sec: 1,386,220 | mfu: 38.8% | epoch: 1 | remaining: 146s    
step 00742 (19.1%) | loss: 5.131346 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,349 | mfu: 39.0% | epoch: 1 | remaining: 146s    
step 00743 (19.1%) | loss: 5.129796 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,238 | mfu: 38.9% | epoch: 1 | remaining: 146s    
step 00744 (19.1%) | loss: 5.136074 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,481 | mfu: 39.1% | epoch: 1 | remaining: 146s    
step 00745 (19.2%) | loss: 5.145574 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,035 | mfu: 39.1% | epoch: 1 | remaining: 145s    
step 00746 (19.2%) | loss: 5.146954 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,894 | mfu: 39.2% | epoch: 1 | remaining: 145s    
step 00747 (19.2%) | loss: 5.148972 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,893 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00748 (19.2%) | loss: 5.143046 | lrm: 1.00 | dt: 48ms | tok/sec: 1,373,537 | mfu: 38.4% | epoch: 1 | remaining: 145s    
step 00749 (19.3%) | loss: 5.139129 | lrm: 1.00 | dt: 47ms | tok/sec: 1,385,131 | mfu: 38.8% | epoch: 1 | remaining: 145s    
step 00750 (19.3%) | loss: 5.139397 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,366 | mfu: 39.2% | epoch: 1 | remaining: 145s    
step 00751 (19.3%) | loss: 5.131496 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,402 | mfu: 38.9% | epoch: 1 | remaining: 145s    
step 00752 (19.3%) | loss: 5.121853 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,520 | mfu: 38.7% | epoch: 1 | remaining: 145s    
step 00753 (19.4%) | loss: 5.121432 | lrm: 1.00 | dt: 48ms | tok/sec: 1,372,776 | mfu: 38.4% | epoch: 1 | remaining: 145s    
step 00754 (19.4%) | loss: 5.117748 | lrm: 1.00 | dt: 47ms | tok/sec: 1,382,616 | mfu: 38.7% | epoch: 1 | remaining: 145s    
step 00755 (19.4%) | loss: 5.125522 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,799 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00756 (19.5%) | loss: 5.126152 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,448 | mfu: 39.0% | epoch: 1 | remaining: 145s    
step 00757 (19.5%) | loss: 5.133608 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,959 | mfu: 39.2% | epoch: 1 | remaining: 145s    
step 00758 (19.5%) | loss: 5.133665 | lrm: 1.00 | dt: 46ms | tok/sec: 1,409,839 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00759 (19.5%) | loss: 5.139537 | lrm: 1.00 | dt: 47ms | tok/sec: 1,379,839 | mfu: 38.6% | epoch: 1 | remaining: 145s    
step 00760 (19.6%) | loss: 5.138106 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,019 | mfu: 38.9% | epoch: 1 | remaining: 145s    
step 00761 (19.6%) | loss: 5.139191 | lrm: 1.00 | dt: 47ms | tok/sec: 1,407,544 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00762 (19.6%) | loss: 5.137830 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,168 | mfu: 39.3% | epoch: 1 | remaining: 145s    
step 00763 (19.6%) | loss: 5.136617 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,720 | mfu: 39.1% | epoch: 1 | remaining: 145s    
step 00764 (19.7%) | loss: 5.126067 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,193 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00765 (19.7%) | loss: 5.123478 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,838 | mfu: 39.2% | epoch: 1 | remaining: 145s    
step 00766 (19.7%) | loss: 5.122477 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,597 | mfu: 39.0% | epoch: 1 | remaining: 144s    
step 00767 (19.7%) | loss: 5.119532 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,211 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 00768 (19.8%) | loss: 5.113968 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,674 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00769 (19.8%) | loss: 5.115266 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,163 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00770 (19.8%) | loss: 5.117176 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,104 | mfu: 38.9% | epoch: 1 | remaining: 144s    
step 00771 (19.8%) | loss: 5.123493 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,014 | mfu: 39.0% | epoch: 1 | remaining: 144s    
step 00772 (19.9%) | loss: 5.124384 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,529 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 00773 (19.9%) | loss: 5.120659 | lrm: 1.00 | dt: 48ms | tok/sec: 1,378,573 | mfu: 38.6% | epoch: 1 | remaining: 144s    
step 00774 (19.9%) | loss: 5.120272 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,180 | mfu: 39.2% | epoch: 1 | remaining: 144s    
step 00775 (19.9%) | loss: 5.115787 | lrm: 1.00 | dt: 47ms | tok/sec: 1,407,818 | mfu: 39.4% | epoch: 1 | remaining: 144s    
step 00776 (20.0%) | loss: 5.110813 | lrm: 1.00 | dt: 47ms | tok/sec: 1,382,845 | mfu: 38.7% | epoch: 1 | remaining: 144s    
step 00777 (20.0%) | loss: 5.099764 | lrm: 1.00 | dt: 47ms | tok/sec: 1,385,983 | mfu: 38.8% | epoch: 1 | remaining: 144s    
step 00778 (20.0%) | loss: 5.100785 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,563 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00779 (20.1%) | loss: 5.112377 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,013 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00780 (20.1%) | loss: 5.108606 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,843 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00781 (20.1%) | loss: 5.108700 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,136 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 00782 (20.1%) | loss: 5.103924 | lrm: 1.00 | dt: 48ms | tok/sec: 1,371,447 | mfu: 38.4% | epoch: 1 | remaining: 144s    
step 00783 (20.2%) | loss: 5.097930 | lrm: 1.00 | dt: 48ms | tok/sec: 1,376,309 | mfu: 38.5% | epoch: 1 | remaining: 144s    
step 00784 (20.2%) | loss: 5.104207 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,166 | mfu: 39.2% | epoch: 1 | remaining: 144s    
step 00785 (20.2%) | loss: 5.110063 | lrm: 1.00 | dt: 47ms | tok/sec: 1,409,247 | mfu: 39.4% | epoch: 1 | remaining: 144s    
step 00786 (20.2%) | loss: 5.104076 | lrm: 1.00 | dt: 47ms | tok/sec: 1,407,364 | mfu: 39.4% | epoch: 1 | remaining: 144s    
step 00787 (20.3%) | loss: 5.102764 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,133 | mfu: 39.1% | epoch: 1 | remaining: 143s    
step 00788 (20.3%) | loss: 5.108536 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,113 | mfu: 39.1% | epoch: 1 | remaining: 143s    
step 00789 (20.3%) | loss: 5.110360 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,923 | mfu: 39.2% | epoch: 1 | remaining: 143s    
step 00790 (20.3%) | loss: 5.107614 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,081 | mfu: 39.2% | epoch: 1 | remaining: 143s    
step 00791 (20.4%) | loss: 5.105042 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,005 | mfu: 39.4% | epoch: 1 | remaining: 143s    
step 00792 (20.4%) | loss: 5.101632 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,351 | mfu: 39.4% | epoch: 1 | remaining: 143s    
step 00793 (20.4%) | loss: 5.096485 | lrm: 1.00 | dt: 47ms | tok/sec: 1,393,374 | mfu: 39.0% | epoch: 1 | remaining: 143s    
step 00794 (20.4%) | loss: 5.091866 | lrm: 1.00 | dt: 47ms | tok/sec: 1,391,857 | mfu: 38.9% | epoch: 1 | remaining: 143s    
step 00795 (20.5%) | loss: 5.081683 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,987 | mfu: 39.1% | epoch: 1 | remaining: 143s    
step 00796 (20.5%) | loss: 5.072280 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,620 | mfu: 38.8% | epoch: 1 | remaining: 143s    
step 00797 (20.5%) | loss: 5.073207 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,335 | mfu: 39.0% | epoch: 1 | remaining: 143s    
step 00798 (20.5%) | loss: 5.073071 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,760 | mfu: 39.2% | epoch: 1 | remaining: 143s    
step 00799 (20.6%) | loss: 5.067592 | lrm: 1.00 | dt: 48ms | tok/sec: 1,379,410 | mfu: 38.6% | epoch: 1 | remaining: 143s    
step 00800 (20.6%) | loss: 5.067946 | lrm: 1.00 | dt: 48ms | tok/sec: 1,376,943 | mfu: 38.5% | epoch: 1 | remaining: 143s    
step 00801 (20.6%) | loss: 5.065546 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,169 | mfu: 39.1% | epoch: 1 | remaining: 143s    
step 00802 (20.7%) | loss: 5.058080 | lrm: 1.00 | dt: 48ms | tok/sec: 1,370,989 | mfu: 38.4% | epoch: 1 | remaining: 143s    
step 00803 (20.7%) | loss: 5.053066 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,907 | mfu: 38.8% | epoch: 1 | remaining: 143s    
step 00804 (20.7%) | loss: 5.052758 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,092 | mfu: 39.1% | epoch: 1 | remaining: 143s    
step 00805 (20.7%) | loss: 5.047555 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,109 | mfu: 39.0% | epoch: 1 | remaining: 143s    
step 00806 (20.8%) | loss: 5.046963 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,687 | mfu: 39.2% | epoch: 1 | remaining: 143s    
step 00807 (20.8%) | loss: 5.044864 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,035 | mfu: 39.1% | epoch: 1 | remaining: 143s    
step 00808 (20.8%) | loss: 5.049506 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,459 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 00809 (20.8%) | loss: 5.049110 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,715 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 00810 (20.9%) | loss: 5.054125 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,465 | mfu: 38.7% | epoch: 1 | remaining: 142s    
step 00811 (20.9%) | loss: 5.054530 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,640 | mfu: 38.9% | epoch: 1 | remaining: 142s    
step 00812 (20.9%) | loss: 5.047095 | lrm: 1.00 | dt: 47ms | tok/sec: 1,403,892 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 00813 (20.9%) | loss: 5.033365 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,676 | mfu: 39.4% | epoch: 1 | remaining: 142s    
step 00814 (21.0%) | loss: 5.039652 | lrm: 1.00 | dt: 47ms | tok/sec: 1,408,626 | mfu: 39.4% | epoch: 1 | remaining: 142s    
step 00815 (21.0%) | loss: 5.041240 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,494 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 00816 (21.0%) | loss: 5.038291 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,653 | mfu: 38.7% | epoch: 1 | remaining: 142s    
step 00817 (21.0%) | loss: 5.037706 | lrm: 1.00 | dt: 48ms | tok/sec: 1,377,917 | mfu: 38.5% | epoch: 1 | remaining: 142s    
step 00818 (21.1%) | loss: 5.039049 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,730 | mfu: 38.9% | epoch: 1 | remaining: 142s    
step 00819 (21.1%) | loss: 5.039889 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,892 | mfu: 38.9% | epoch: 1 | remaining: 142s    
step 00820 (21.1%) | loss: 5.045678 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,688 | mfu: 39.2% | epoch: 1 | remaining: 142s    
step 00821 (21.1%) | loss: 5.046571 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,939 | mfu: 39.4% | epoch: 1 | remaining: 142s    
step 00822 (21.2%) | loss: 5.047288 | lrm: 1.00 | dt: 47ms | tok/sec: 1,380,269 | mfu: 38.6% | epoch: 1 | remaining: 142s    
step 00823 (21.2%) | loss: 5.043587 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,494 | mfu: 38.8% | epoch: 1 | remaining: 142s    
step 00824 (21.2%) | loss: 5.043199 | lrm: 1.00 | dt: 47ms | tok/sec: 1,390,822 | mfu: 38.9% | epoch: 1 | remaining: 142s    
step 00825 (21.3%) | loss: 5.043162 | lrm: 1.00 | dt: 47ms | tok/sec: 1,399,304 | mfu: 39.1% | epoch: 1 | remaining: 142s    
step 00826 (21.3%) | loss: 5.047779 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,499 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 00827 (21.3%) | loss: 5.039985 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,005 | mfu: 38.7% | epoch: 1 | remaining: 142s    
step 00828 (21.3%) | loss: 5.037627 | lrm: 1.00 | dt: 47ms | tok/sec: 1,393,211 | mfu: 39.0% | epoch: 1 | remaining: 142s    
step 00829 (21.4%) | loss: 5.032489 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,997 | mfu: 39.1% | epoch: 1 | remaining: 142s    
step 00830 (21.4%) | loss: 5.030679 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,829 | mfu: 39.0% | epoch: 1 | remaining: 141s    
step 00831 (21.4%) | loss: 5.026757 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,123 | mfu: 38.7% | epoch: 1 | remaining: 141s    
step 00832 (21.4%) | loss: 5.015819 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,669 | mfu: 38.8% | epoch: 1 | remaining: 141s    
step 00833 (21.5%) | loss: 5.009263 | lrm: 1.00 | dt: 47ms | tok/sec: 1,381,997 | mfu: 38.7% | epoch: 1 | remaining: 141s    
step 00834 (21.5%) | loss: 5.006038 | lrm: 1.00 | dt: 47ms | tok/sec: 1,381,934 | mfu: 38.7% | epoch: 1 | remaining: 141s    
step 00835 (21.5%) | loss: 4.998922 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,855 | mfu: 39.1% | epoch: 1 | remaining: 141s    
step 00836 (21.5%) | loss: 5.000006 | lrm: 1.00 | dt: 47ms | tok/sec: 1,381,448 | mfu: 38.6% | epoch: 1 | remaining: 141s    
step 00837 (21.6%) | loss: 4.997000 | lrm: 1.00 | dt: 47ms | tok/sec: 1,383,485 | mfu: 38.7% | epoch: 1 | remaining: 141s    
step 00838 (21.6%) | loss: 5.002220 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,230 | mfu: 39.2% | epoch: 1 | remaining: 141s    
step 00839 (21.6%) | loss: 5.000924 | lrm: 1.00 | dt: 47ms | tok/sec: 1,395,149 | mfu: 39.0% | epoch: 1 | remaining: 141s    
step 00840 (21.6%) | loss: 5.002290 | lrm: 1.00 | dt: 47ms | tok/sec: 1,387,536 | mfu: 38.8% | epoch: 1 | remaining: 141s    
step 00841 (21.7%) | loss: 5.005725 | lrm: 1.00 | dt: 47ms | tok/sec: 1,382,977 | mfu: 38.7% | epoch: 1 | remaining: 141s    
step 00842 (21.7%) | loss: 5.005667 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,314 | mfu: 39.1% | epoch: 1 | remaining: 141s    
step 00843 (21.7%) | loss: 5.004898 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,266 | mfu: 39.2% | epoch: 1 | remaining: 141s    
step 00844 (21.8%) | loss: 5.007145 | lrm: 1.00 | dt: 47ms | tok/sec: 1,389,591 | mfu: 38.9% | epoch: 1 | remaining: 141s    
step 00845 (21.8%) | loss: 4.998333 | lrm: 1.00 | dt: 48ms | tok/sec: 1,378,843 | mfu: 38.6% | epoch: 1 | remaining: 141s    
step 00846 (21.8%) | loss: 5.003173 | lrm: 1.00 | dt: 47ms | tok/sec: 1,388,398 | mfu: 38.8% | epoch: 1 | remaining: 141s    
step 00847 (21.8%) | loss: 5.008656 | lrm: 1.00 | dt: 47ms | tok/sec: 1,388,153 | mfu: 38.8% | epoch: 1 | remaining: 141s    
step 00848 (21.9%) | loss: 5.006313 | lrm: 1.00 | dt: 48ms | tok/sec: 1,372,673 | mfu: 38.4% | epoch: 1 | remaining: 141s    
step 00849 (21.9%) | loss: 5.013094 | lrm: 1.00 | dt: 47ms | tok/sec: 1,391,927 | mfu: 38.9% | epoch: 1 | remaining: 141s    
step 00850 (21.9%) | loss: 5.019532 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,917 | mfu: 39.3% | epoch: 1 | remaining: 141s    
step 00851 (21.9%) | loss: 5.020476 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,577 | mfu: 39.1% | epoch: 1 | remaining: 140s    
step 00852 (22.0%) | loss: 5.020058 | lrm: 1.00 | dt: 47ms | tok/sec: 1,392,273 | mfu: 39.0% | epoch: 1 | remaining: 140s    
step 00853 (22.0%) | loss: 5.023302 | lrm: 1.00 | dt: 47ms | tok/sec: 1,381,684 | mfu: 38.7% | epoch: 1 | remaining: 140s    
step 00854 (22.0%) | loss: 5.024159 | lrm: 1.00 | dt: 47ms | tok/sec: 1,400,109 | mfu: 39.2% | epoch: 1 | remaining: 140s    
step 00855 (22.0%) | loss: 5.022621 | lrm: 1.00 | dt: 47ms | tok/sec: 1,405,442 | mfu: 39.3% | epoch: 1 | remaining: 140s    
step 00856 (22.1%) | loss: 5.022521 | lrm: 1.00 | dt: 47ms | tok/sec: 1,407,883 | mfu: 39.4% | epoch: 1 | remaining: 140s    
step 00857 (22.1%) | loss: 5.023805 | lrm: 1.00 | dt: 47ms | tok/sec: 1,394,809 | mfu: 39.0% | epoch: 1 | remaining: 140s    
step 00858 (22.1%) | loss: 5.024697 | lrm: 1.00 | dt: 47ms | tok/sec: 1,388,384 | mfu: 38.8% | epoch: 1 | remaining: 140s    
step 00859 (22.1%) | loss: 5.014353 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,904 | mfu: 39.3% | epoch: 1 | remaining: 140s    
step 00860 (22.2%) | loss: 5.012456 | lrm: 1.00 | dt: 47ms | tok/sec: 1,397,724 | mfu: 39.1% | epoch: 1 | remaining: 140s    
step 00861 (22.2%) | loss: 5.011849 | lrm: 1.00 | dt: 47ms | tok/sec: 1,382,664 | mfu: 38.7% | epoch: 1 | remaining: 140s    
step 00862 (22.2%) | loss: 5.014691 | lrm: 1.00 | dt: 47ms | tok/sec: 1,391,202 | mfu: 38.9% | epoch: 1 | remaining: 140s    
step 00863 (22.2%) | loss: 5.012690 | lrm: 1.00 | dt: 47ms | tok/sec: 1,401,744 | mfu: 39.2% | epoch: 1 | remaining: 140s    
step 00864 (22.3%) | loss: 5.017289 | lrm: 1.00 | dt: 47ms | tok/sec: 1,398,997 | mfu: 39.1% | epoch: 1 | remaining: 140s    
step 00865 (22.3%) | loss: 5.021350 | lrm: 1.00 | dt: 89ms | tok/sec: 739,366 | mfu: 20.7% | epoch: 1 | remaining: 140s    
step 00866 (22.3%) | loss: 5.019668 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,286 | mfu: 39.3% | epoch: 1 | remaining: 140s    
step 00867 (22.4%) | loss: 5.016453 | lrm: 1.00 | dt: 47ms | tok/sec: 1,407,623 | mfu: 39.4% | epoch: 1 | remaining: 140s    
step 00868 (22.4%) | loss: 5.019016 | lrm: 1.00 | dt: 47ms | tok/sec: 1,409,370 | mfu: 39.4% | epoch: 1 | remaining: 140s    
step 00869 (22.4%) | loss: 5.018994 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,111 | mfu: 39.3% | epoch: 1 | remaining: 140s    
step 00870 (22.5%) | loss: 5.013582 | lrm: 1.00 | dt: 47ms | tok/sec: 1,396,623 | mfu: 39.1% | epoch: 1 | remaining: 140s    
step 00871 (22.5%) | loss: 5.008890 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,301 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 00872 (22.5%) | loss: 5.002056 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,918 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 00873 (22.5%) | loss: 4.986969 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,087 | mfu: 39.2% | epoch: 1 | remaining: 139s    
step 00874 (22.6%) | loss: 4.982292 | lrm: 1.00 | dt: 47ms | tok/sec: 1,402,753 | mfu: 39.2% | epoch: 1 | remaining: 139s    
step 00875 (22.6%) | loss: 4.978423 | lrm: 1.00 | dt: 47ms | tok/sec: 1,404,810 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 00876 (22.6%) | loss: 4.974187 | lrm: 1.00 | dt: 47ms | tok/sec: 1,406,269 | mfu: 39.3% | epoch: 1 | remaining: 139s    
