experiment_start=2026-07-13T02:46:11Z description=raise matrix Muon weight decay from 0.20 to 0.22
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 3, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 20,971,520
  total                   : 29,360,128
Estimated FLOPs per token: 2.516582e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011366 | lrm: 1.00 | dt: 2683ms | tok/sec: 48,857 | mfu: 1.2% | epoch: 1 | remaining: 180s    
step 00378 (19.2%) | loss: 3.530559 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,623 | mfu: 35.3% | epoch: 1 | remaining: 145s    
step 00379 (19.3%) | loss: 3.528776 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,795 | mfu: 35.7% | epoch: 1 | remaining: 145s    
step 00380 (19.3%) | loss: 3.528894 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,403 | mfu: 35.2% | epoch: 1 | remaining: 145s    
step 00381 (19.4%) | loss: 3.532758 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,351 | mfu: 35.5% | epoch: 1 | remaining: 145s    
step 00382 (19.4%) | loss: 3.533074 | lrm: 1.00 | dt: 94ms | tok/sec: 1,398,937 | mfu: 35.6% | epoch: 1 | remaining: 145s    
step 00383 (19.5%) | loss: 3.533490 | lrm: 1.00 | dt: 95ms | tok/sec: 1,376,285 | mfu: 35.0% | epoch: 1 | remaining: 145s    
step 00384 (19.5%) | loss: 3.532663 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,272 | mfu: 35.3% | epoch: 1 | remaining: 145s    
step 00385 (19.6%) | loss: 3.535817 | lrm: 1.00 | dt: 93ms | tok/sec: 1,406,485 | mfu: 35.8% | epoch: 1 | remaining: 145s    
step 00386 (19.6%) | loss: 3.537373 | lrm: 1.00 | dt: 93ms | tok/sec: 1,401,934 | mfu: 35.7% | epoch: 1 | remaining: 145s    
step 00387 (19.7%) | loss: 3.539035 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,724 | mfu: 35.5% | epoch: 1 | remaining: 144s    
step 00388 (19.7%) | loss: 3.530551 | lrm: 1.00 | dt: 94ms | tok/sec: 1,388,244 | mfu: 35.3% | epoch: 1 | remaining: 144s    
step 00389 (19.8%) | loss: 3.528816 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,039 | mfu: 35.5% | epoch: 1 | remaining: 144s    
step 00390 (19.8%) | loss: 3.526990 | lrm: 1.00 | dt: 95ms | tok/sec: 1,379,459 | mfu: 35.1% | epoch: 1 | remaining: 144s    
step 00391 (19.9%) | loss: 3.520181 | lrm: 1.00 | dt: 94ms | tok/sec: 1,396,492 | mfu: 35.5% | epoch: 1 | remaining: 144s    
step 00392 (19.9%) | loss: 3.521411 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,472 | mfu: 35.3% | epoch: 1 | remaining: 144s    
step 00393 (20.0%) | loss: 3.519387 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,138 | mfu: 35.5% | epoch: 1 | remaining: 144s    
step 00394 (20.0%) | loss: 3.519897 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,960 | mfu: 35.3% | epoch: 1 | remaining: 144s    
step 00395 (20.1%) | loss: 3.522019 | lrm: 1.00 | dt: 94ms | tok/sec: 1,398,577 | mfu: 35.6% | epoch: 1 | remaining: 144s    
step 00396 (20.1%) | loss: 3.520106 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,756 | mfu: 35.5% | epoch: 1 | remaining: 144s    
step 00397 (20.2%) | loss: 3.514923 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,218 | mfu: 35.6% | epoch: 1 | remaining: 144s    
step 00398 (20.3%) | loss: 3.511058 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,061 | mfu: 35.6% | epoch: 1 | remaining: 143s    
step 00399 (20.3%) | loss: 3.512501 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,113 | mfu: 35.5% | epoch: 1 | remaining: 143s    
step 00400 (20.4%) | loss: 3.515347 | lrm: 1.00 | dt: 95ms | tok/sec: 1,385,120 | mfu: 35.2% | epoch: 1 | remaining: 143s    
step 00401 (20.4%) | loss: 3.510653 | lrm: 1.00 | dt: 94ms | tok/sec: 1,400,038 | mfu: 35.6% | epoch: 1 | remaining: 143s    
step 00402 (20.5%) | loss: 3.509244 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,145 | mfu: 35.4% | epoch: 1 | remaining: 143s    
step 00403 (20.5%) | loss: 3.510426 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,476 | mfu: 35.3% | epoch: 1 | remaining: 143s    
step 00404 (20.6%) | loss: 3.513227 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,671 | mfu: 35.4% | epoch: 1 | remaining: 143s    
step 00405 (20.6%) | loss: 3.508688 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,998 | mfu: 35.6% | epoch: 1 | remaining: 143s    
step 00406 (20.7%) | loss: 3.499076 | lrm: 1.00 | dt: 92ms | tok/sec: 1,418,285 | mfu: 36.1% | epoch: 1 | remaining: 143s    
step 00407 (20.7%) | loss: 3.499501 | lrm: 1.00 | dt: 95ms | tok/sec: 1,380,557 | mfu: 35.1% | epoch: 1 | remaining: 143s    
step 00408 (20.8%) | loss: 3.495668 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,650 | mfu: 35.5% | epoch: 1 | remaining: 143s    
step 00409 (20.8%) | loss: 3.492562 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,554 | mfu: 35.8% | epoch: 1 | remaining: 142s    
step 00410 (20.9%) | loss: 3.490361 | lrm: 1.00 | dt: 95ms | tok/sec: 1,375,937 | mfu: 35.0% | epoch: 1 | remaining: 142s    
step 00411 (20.9%) | loss: 3.489270 | lrm: 1.00 | dt: 94ms | tok/sec: 1,396,400 | mfu: 35.5% | epoch: 1 | remaining: 142s    
step 00412 (21.0%) | loss: 3.487034 | lrm: 1.00 | dt: 94ms | tok/sec: 1,388,759 | mfu: 35.3% | epoch: 1 | remaining: 142s    
step 00413 (21.0%) | loss: 3.485109 | lrm: 1.00 | dt: 94ms | tok/sec: 1,396,098 | mfu: 35.5% | epoch: 1 | remaining: 142s    
step 00414 (21.1%) | loss: 3.484891 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,531 | mfu: 35.2% | epoch: 1 | remaining: 142s    
step 00415 (21.1%) | loss: 3.487190 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,977 | mfu: 35.4% | epoch: 1 | remaining: 142s    
step 00416 (21.2%) | loss: 3.480320 | lrm: 1.00 | dt: 93ms | tok/sec: 1,404,480 | mfu: 35.7% | epoch: 1 | remaining: 142s    
step 00417 (21.2%) | loss: 3.468511 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,893 | mfu: 35.3% | epoch: 1 | remaining: 142s    
step 00418 (21.3%) | loss: 3.461930 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,706 | mfu: 35.5% | epoch: 1 | remaining: 142s    
step 00419 (21.3%) | loss: 3.457582 | lrm: 1.00 | dt: 94ms | tok/sec: 1,398,282 | mfu: 35.6% | epoch: 1 | remaining: 141s    
step 00420 (21.4%) | loss: 3.456821 | lrm: 1.00 | dt: 94ms | tok/sec: 1,396,304 | mfu: 35.5% | epoch: 1 | remaining: 141s    
step 00421 (21.5%) | loss: 3.455099 | lrm: 1.00 | dt: 96ms | tok/sec: 1,371,256 | mfu: 34.9% | epoch: 1 | remaining: 141s    
step 00422 (21.5%) | loss: 3.453230 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,424 | mfu: 35.4% | epoch: 1 | remaining: 141s    
step 00423 (21.6%) | loss: 3.462856 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,136 | mfu: 35.7% | epoch: 1 | remaining: 141s    
step 00424 (21.6%) | loss: 3.459607 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,977 | mfu: 35.4% | epoch: 1 | remaining: 141s    
step 00425 (21.7%) | loss: 3.460960 | lrm: 1.00 | dt: 93ms | tok/sec: 1,402,330 | mfu: 35.7% | epoch: 1 | remaining: 141s    
step 00426 (21.7%) | loss: 3.463973 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,682 | mfu: 35.3% | epoch: 1 | remaining: 141s    
step 00427 (21.8%) | loss: 3.468428 | lrm: 1.00 | dt: 93ms | tok/sec: 1,405,424 | mfu: 35.7% | epoch: 1 | remaining: 141s    
step 00428 (21.8%) | loss: 3.469815 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,041 | mfu: 35.8% | epoch: 1 | remaining: 141s    
step 00429 (21.9%) | loss: 3.466596 | lrm: 1.00 | dt: 94ms | tok/sec: 1,393,165 | mfu: 35.4% | epoch: 1 | remaining: 141s    
step 00430 (21.9%) | loss: 3.464089 | lrm: 1.00 | dt: 93ms | tok/sec: 1,410,328 | mfu: 35.9% | epoch: 1 | remaining: 140s    
step 00431 (22.0%) | loss: 3.462148 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,014 | mfu: 35.5% | epoch: 1 | remaining: 140s    
step 00432 (22.0%) | loss: 3.467821 | lrm: 1.00 | dt: 136ms | tok/sec: 960,502 | mfu: 24.4% | epoch: 1 | remaining: 140s    
step 00433 (22.1%) | loss: 3.466150 | lrm: 1.00 | dt: 90ms | tok/sec: 1,461,110 | mfu: 37.2% | epoch: 1 | remaining: 140s    
step 00434 (22.2%) | loss: 3.472183 | lrm: 1.00 | dt: 102ms | tok/sec: 1,287,336 | mfu: 32.7% | epoch: 1 | remaining: 140s    
step 00435 (22.2%) | loss: 3.470271 | lrm: 1.00 | dt: 92ms | tok/sec: 1,430,884 | mfu: 36.4% | epoch: 1 | remaining: 140s    
step 00436 (22.3%) | loss: 3.475218 | lrm: 1.00 | dt: 92ms | tok/sec: 1,419,739 | mfu: 36.1% | epoch: 1 | remaining: 140s    
step 00437 (22.3%) | loss: 3.471214 | lrm: 1.00 | dt: 92ms | tok/sec: 1,418,391 | mfu: 36.1% | epoch: 1 | remaining: 140s    
step 00438 (22.4%) | loss: 3.466087 | lrm: 1.00 | dt: 92ms | tok/sec: 1,418,570 | mfu: 36.1% | epoch: 1 | remaining: 140s    
step 00439 (22.4%) | loss: 3.460858 | lrm: 1.00 | dt: 92ms | tok/sec: 1,431,812 | mfu: 36.4% | epoch: 1 | remaining: 140s    
step 00440 (22.5%) | loss: 3.463708 | lrm: 1.00 | dt: 92ms | tok/sec: 1,421,567 | mfu: 36.2% | epoch: 1 | remaining: 139s    
step 00441 (22.5%) | loss: 3.462616 | lrm: 1.00 | dt: 93ms | tok/sec: 1,410,976 | mfu: 35.9% | epoch: 1 | remaining: 139s    
step 00442 (22.6%) | loss: 3.463056 | lrm: 1.00 | dt: 99ms | tok/sec: 1,330,216 | mfu: 33.8% | epoch: 1 | remaining: 139s    
step 00443 (22.6%) | loss: 3.464958 | lrm: 1.00 | dt: 97ms | tok/sec: 1,356,557 | mfu: 34.5% | epoch: 1 | remaining: 139s    
step 00444 (22.7%) | loss: 3.462033 | lrm: 1.00 | dt: 97ms | tok/sec: 1,350,091 | mfu: 34.3% | epoch: 1 | remaining: 139s    
step 00445 (22.7%) | loss: 3.459655 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,439 | mfu: 35.6% | epoch: 1 | remaining: 139s    
step 00446 (22.8%) | loss: 3.462151 | lrm: 1.00 | dt: 94ms | tok/sec: 1,396,134 | mfu: 35.5% | epoch: 1 | remaining: 139s    
step 00447 (22.8%) | loss: 3.464372 | lrm: 1.00 | dt: 93ms | tok/sec: 1,416,856 | mfu: 36.0% | epoch: 1 | remaining: 139s    
step 00448 (22.9%) | loss: 3.469926 | lrm: 1.00 | dt: 92ms | tok/sec: 1,417,747 | mfu: 36.1% | epoch: 1 | remaining: 139s    
step 00449 (22.9%) | loss: 3.471904 | lrm: 1.00 | dt: 92ms | tok/sec: 1,419,244 | mfu: 36.1% | epoch: 1 | remaining: 139s    
step 00450 (23.0%) | loss: 3.469344 | lrm: 1.00 | dt: 93ms | tok/sec: 1,408,842 | mfu: 35.8% | epoch: 1 | remaining: 139s    
step 00451 (23.0%) | loss: 3.472780 | lrm: 1.00 | dt: 92ms | tok/sec: 1,419,340 | mfu: 36.1% | epoch: 1 | remaining: 138s    
step 00452 (23.1%) | loss: 3.466752 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,541 | mfu: 35.2% | epoch: 1 | remaining: 138s    
step 00453 (23.1%) | loss: 3.472714 | lrm: 1.00 | dt: 96ms | tok/sec: 1,367,596 | mfu: 34.8% | epoch: 1 | remaining: 138s    
step 00454 (23.2%) | loss: 3.464642 | lrm: 1.00 | dt: 98ms | tok/sec: 1,337,058 | mfu: 34.0% | epoch: 1 | remaining: 138s    
step 00455 (23.3%) | loss: 3.466148 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,124 | mfu: 35.3% | epoch: 1 | remaining: 138s    
step 00456 (23.3%) | loss: 3.472992 | lrm: 1.00 | dt: 95ms | tok/sec: 1,386,759 | mfu: 35.3% | epoch: 1 | remaining: 138s    
step 00457 (23.4%) | loss: 3.472969 | lrm: 1.00 | dt: 92ms | tok/sec: 1,418,999 | mfu: 36.1% | epoch: 1 | remaining: 138s    
step 00458 (23.4%) | loss: 3.467577 | lrm: 1.00 | dt: 101ms | tok/sec: 1,303,118 | mfu: 33.1% | epoch: 1 | remaining: 138s    
step 00459 (23.5%) | loss: 3.462683 | lrm: 1.00 | dt: 92ms | tok/sec: 1,431,674 | mfu: 36.4% | epoch: 1 | remaining: 138s    
step 00460 (23.5%) | loss: 3.468010 | lrm: 1.00 | dt: 93ms | tok/sec: 1,414,697 | mfu: 36.0% | epoch: 1 | remaining: 138s    
step 00461 (23.6%) | loss: 3.473326 | lrm: 1.00 | dt: 93ms | tok/sec: 1,415,903 | mfu: 36.0% | epoch: 1 | remaining: 137s    
step 00462 (23.6%) | loss: 3.472600 | lrm: 1.00 | dt: 92ms | tok/sec: 1,417,174 | mfu: 36.0% | epoch: 1 | remaining: 137s    
step 00463 (23.7%) | loss: 3.474163 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,100 | mfu: 35.7% | epoch: 1 | remaining: 137s    
step 00464 (23.7%) | loss: 3.476305 | lrm: 1.00 | dt: 97ms | tok/sec: 1,355,099 | mfu: 34.5% | epoch: 1 | remaining: 137s    
step 00465 (23.8%) | loss: 3.472348 | lrm: 1.00 | dt: 96ms | tok/sec: 1,365,808 | mfu: 34.7% | epoch: 1 | remaining: 137s    
step 00466 (23.8%) | loss: 3.475739 | lrm: 1.00 | dt: 95ms | tok/sec: 1,376,688 | mfu: 35.0% | epoch: 1 | remaining: 137s    
step 00467 (23.9%) | loss: 3.468010 | lrm: 1.00 | dt: 93ms | tok/sec: 1,415,357 | mfu: 36.0% | epoch: 1 | remaining: 137s    
step 00468 (23.9%) | loss: 3.461629 | lrm: 1.00 | dt: 94ms | tok/sec: 1,388,689 | mfu: 35.3% | epoch: 1 | remaining: 137s    
step 00469 (24.0%) | loss: 3.460599 | lrm: 1.00 | dt: 130ms | tok/sec: 1,004,542 | mfu: 25.5% | epoch: 1 | remaining: 137s    
step 00470 (24.1%) | loss: 3.461135 | lrm: 1.00 | dt: 90ms | tok/sec: 1,459,097 | mfu: 37.1% | epoch: 1 | remaining: 137s    
step 00471 (24.1%) | loss: 3.465928 | lrm: 1.00 | dt: 105ms | tok/sec: 1,249,555 | mfu: 31.8% | epoch: 1 | remaining: 137s    
step 00472 (24.2%) | loss: 3.473276 | lrm: 1.00 | dt: 91ms | tok/sec: 1,435,030 | mfu: 36.5% | epoch: 1 | remaining: 136s    
step 00473 (24.2%) | loss: 3.471715 | lrm: 1.00 | dt: 92ms | tok/sec: 1,419,087 | mfu: 36.1% | epoch: 1 | remaining: 136s    
step 00474 (24.3%) | loss: 3.473416 | lrm: 1.00 | dt: 92ms | tok/sec: 1,417,400 | mfu: 36.0% | epoch: 1 | remaining: 136s    
step 00475 (24.3%) | loss: 3.471154 | lrm: 1.00 | dt: 93ms | tok/sec: 1,410,697 | mfu: 35.9% | epoch: 1 | remaining: 136s    
step 00476 (24.4%) | loss: 3.464113 | lrm: 1.00 | dt: 92ms | tok/sec: 1,420,267 | mfu: 36.1% | epoch: 1 | remaining: 136s    
step 00477 (24.4%) | loss: 3.462768 | lrm: 1.00 | dt: 93ms | tok/sec: 1,414,490 | mfu: 36.0% | epoch: 1 | remaining: 136s    
step 00478 (24.5%) | loss: 3.457136 | lrm: 1.00 | dt: 94ms | tok/sec: 1,399,382 | mfu: 35.6% | epoch: 1 | remaining: 136s    
step 00479 (24.5%) | loss: 3.457872 | lrm: 1.00 | dt: 100ms | tok/sec: 1,311,027 | mfu: 33.3% | epoch: 1 | remaining: 136s    
step 00480 (24.6%) | loss: 3.456132 | lrm: 1.00 | dt: 96ms | tok/sec: 1,369,067 | mfu: 34.8% | epoch: 1 | remaining: 136s    
step 00481 (24.6%) | loss: 3.459241 | lrm: 1.00 | dt: 96ms | tok/sec: 1,367,585 | mfu: 34.8% | epoch: 1 | remaining: 136s    
step 00482 (24.7%) | loss: 3.459045 | lrm: 1.00 | dt: 96ms | tok/sec: 1,370,189 | mfu: 34.8% | epoch: 1 | remaining: 135s    
step 00483 (24.7%) | loss: 3.459535 | lrm: 1.00 | dt: 92ms | tok/sec: 1,421,990 | mfu: 36.2% | epoch: 1 | remaining: 135s    
step 00484 (24.8%) | loss: 3.460803 | lrm: 1.00 | dt: 92ms | tok/sec: 1,423,924 | mfu: 36.2% | epoch: 1 | remaining: 135s    
step 00485 (24.8%) | loss: 3.462510 | lrm: 1.00 | dt: 93ms | tok/sec: 1,414,821 | mfu: 36.0% | epoch: 1 | remaining: 135s    
step 00486 (24.9%) | loss: 3.457465 | lrm: 1.00 | dt: 93ms | tok/sec: 1,410,281 | mfu: 35.9% | epoch: 1 | remaining: 135s    
step 00487 (24.9%) | loss: 3.454076 | lrm: 1.00 | dt: 93ms | tok/sec: 1,404,143 | mfu: 35.7% | epoch: 1 | remaining: 135s    
step 00488 (25.0%) | loss: 3.449785 | lrm: 1.00 | dt: 95ms | tok/sec: 1,378,846 | mfu: 35.1% | epoch: 1 | remaining: 135s    
step 00489 (25.1%) | loss: 3.435654 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,388 | mfu: 35.4% | epoch: 1 | remaining: 135s    
step 00490 (25.1%) | loss: 3.427492 | lrm: 1.00 | dt: 96ms | tok/sec: 1,372,396 | mfu: 34.9% | epoch: 1 | remaining: 135s    
step 00491 (25.2%) | loss: 3.425896 | lrm: 1.00 | dt: 95ms | tok/sec: 1,384,660 | mfu: 35.2% | epoch: 1 | remaining: 135s    
step 00492 (25.2%) | loss: 3.424300 | lrm: 1.00 | dt: 97ms | tok/sec: 1,350,990 | mfu: 34.4% | epoch: 1 | remaining: 135s    
step 00493 (25.3%) | loss: 3.424766 | lrm: 1.00 | dt: 93ms | tok/sec: 1,405,981 | mfu: 35.8% | epoch: 1 | remaining: 134s    
step 00494 (25.3%) | loss: 3.422632 | lrm: 1.00 | dt: 93ms | tok/sec: 1,413,152 | mfu: 35.9% | epoch: 1 | remaining: 134s    
step 00495 (25.4%) | loss: 3.426204 | lrm: 1.00 | dt: 92ms | tok/sec: 1,419,996 | mfu: 36.1% | epoch: 1 | remaining: 134s    
step 00496 (25.4%) | loss: 3.424836 | lrm: 1.00 | dt: 92ms | tok/sec: 1,418,197 | mfu: 36.1% | epoch: 1 | remaining: 134s    
step 00497 (25.5%) | loss: 3.427243 | lrm: 1.00 | dt: 93ms | tok/sec: 1,408,683 | mfu: 35.8% | epoch: 1 | remaining: 134s    
step 00498 (25.5%) | loss: 3.432320 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,513 | mfu: 35.2% | epoch: 1 | remaining: 134s    
step 00499 (25.6%) | loss: 3.435402 | lrm: 1.00 | dt: 93ms | tok/sec: 1,404,868 | mfu: 35.7% | epoch: 1 | remaining: 134s    
step 00500 (25.6%) | loss: 3.437508 | lrm: 1.00 | dt: 94ms | tok/sec: 1,392,537 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00501 (25.7%) | loss: 3.436633 | lrm: 1.00 | dt: 95ms | tok/sec: 1,377,730 | mfu: 35.0% | epoch: 1 | remaining: 134s    
step 00502 (25.7%) | loss: 3.437648 | lrm: 1.00 | dt: 97ms | tok/sec: 1,355,417 | mfu: 34.5% | epoch: 1 | remaining: 134s    
step 00503 (25.8%) | loss: 3.439062 | lrm: 1.00 | dt: 95ms | tok/sec: 1,381,775 | mfu: 35.1% | epoch: 1 | remaining: 133s    
step 00504 (25.8%) | loss: 3.433417 | lrm: 1.00 | dt: 93ms | tok/sec: 1,407,493 | mfu: 35.8% | epoch: 1 | remaining: 133s    
step 00505 (25.9%) | loss: 3.431558 | lrm: 1.00 | dt: 94ms | tok/sec: 1,387,609 | mfu: 35.3% | epoch: 1 | remaining: 133s    
step 00506 (25.9%) | loss: 3.429588 | lrm: 1.00 | dt: 93ms | tok/sec: 1,415,732 | mfu: 36.0% | epoch: 1 | remaining: 133s    
step 00507 (26.0%) | loss: 3.430459 | lrm: 1.00 | dt: 93ms | tok/sec: 1,410,704 | mfu: 35.9% | epoch: 1 | remaining: 133s    
step 00508 (26.0%) | loss: 3.427929 | lrm: 1.00 | dt: 93ms | tok/sec: 1,405,629 | mfu: 35.7% | epoch: 1 | remaining: 133s    
step 00509 (26.1%) | loss: 3.424695 | lrm: 1.00 | dt: 93ms | tok/sec: 1,403,078 | mfu: 35.7% | epoch: 1 | remaining: 133s    
step 00510 (26.1%) | loss: 3.430058 | lrm: 1.00 | dt: 93ms | tok/sec: 1,402,044 | mfu: 35.7% | epoch: 1 | remaining: 133s    
step 00511 (26.2%) | loss: 3.431685 | lrm: 1.00 | dt: 94ms | tok/sec: 1,400,252 | mfu: 35.6% | epoch: 1 | remaining: 133s    
step 00512 (26.3%) | loss: 3.427694 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,680 | mfu: 35.5% | epoch: 1 | remaining: 133s    
step 00513 (26.3%) | loss: 3.421887 | lrm: 1.00 | dt: 95ms | tok/sec: 1,375,854 | mfu: 35.0% | epoch: 1 | remaining: 133s    
step 00514 (26.4%) | loss: 3.422944 | lrm: 1.00 | dt: 99ms | tok/sec: 1,328,114 | mfu: 33.8% | epoch: 1 | remaining: 132s    
step 00515 (26.4%) | loss: 3.420066 | lrm: 1.00 | dt: 93ms | tok/sec: 1,415,327 | mfu: 36.0% | epoch: 1 | remaining: 132s    
step 00516 (26.5%) | loss: 3.421991 | lrm: 1.00 | dt: 92ms | tok/sec: 1,422,487 | mfu: 36.2% | epoch: 1 | remaining: 132s    
step 00517 (26.5%) | loss: 3.424434 | lrm: 1.00 | dt: 93ms | tok/sec: 1,409,503 | mfu: 35.8% | epoch: 1 | remaining: 132s    
step 00518 (26.6%) | loss: 3.419550 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,113 | mfu: 35.5% | epoch: 1 | remaining: 132s    
step 00519 (26.6%) | loss: 3.419243 | lrm: 1.00 | dt: 93ms | tok/sec: 1,413,664 | mfu: 36.0% | epoch: 1 | remaining: 132s    
step 00520 (26.7%) | loss: 3.414964 | lrm: 1.00 | dt: 93ms | tok/sec: 1,412,974 | mfu: 35.9% | epoch: 1 | remaining: 132s    
step 00521 (26.7%) | loss: 3.416433 | lrm: 1.00 | dt: 94ms | tok/sec: 1,389,732 | mfu: 35.3% | epoch: 1 | remaining: 132s    
step 00522 (26.8%) | loss: 3.418130 | lrm: 1.00 | dt: 92ms | tok/sec: 1,417,239 | mfu: 36.0% | epoch: 1 | remaining: 132s    
step 00523 (26.8%) | loss: 3.415531 | lrm: 1.00 | dt: 93ms | tok/sec: 1,402,220 | mfu: 35.7% | epoch: 1 | remaining: 132s    
step 00524 (26.9%) | loss: 3.419102 | lrm: 1.00 | dt: 94ms | tok/sec: 1,390,741 | mfu: 35.4% | epoch: 1 | remaining: 132s    
step 00525 (26.9%) | loss: 3.417342 | lrm: 1.00 | dt: 95ms | tok/sec: 1,383,830 | mfu: 35.2% | epoch: 1 | remaining: 131s    
step 00526 (27.0%) | loss: 3.415548 | lrm: 1.00 | dt: 94ms | tok/sec: 1,393,716 | mfu: 35.4% | epoch: 1 | remaining: 131s    
step 00527 (27.0%) | loss: 3.416080 | lrm: 1.00 | dt: 94ms | tok/sec: 1,391,540 | mfu: 35.4% | epoch: 1 | remaining: 131s    
step 00528 (27.1%) | loss: 3.411793 | lrm: 1.00 | dt: 95ms | tok/sec: 1,378,853 | mfu: 35.1% | epoch: 1 | remaining: 131s    
step 00529 (27.1%) | loss: 3.414136 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,491 | mfu: 35.5% | epoch: 1 | remaining: 131s    
step 00530 (27.2%) | loss: 3.414359 | lrm: 1.00 | dt: 93ms | tok/sec: 1,416,418 | mfu: 36.0% | epoch: 1 | remaining: 131s    
step 00531 (27.2%) | loss: 3.413750 | lrm: 1.00 | dt: 95ms | tok/sec: 1,376,902 | mfu: 35.0% | epoch: 1 | remaining: 131s    
step 00532 (27.3%) | loss: 3.413963 | lrm: 1.00 | dt: 93ms | tok/sec: 1,414,504 | mfu: 36.0% | epoch: 1 | remaining: 131s    
step 00533 (27.3%) | loss: 3.409365 | lrm: 1.00 | dt: 93ms | tok/sec: 1,401,887 | mfu: 35.7% | epoch: 1 | remaining: 131s    
step 00534 (27.4%) | loss: 3.415360 | lrm: 1.00 | dt: 94ms | tok/sec: 1,395,528 | mfu: 35.5% | epoch: 1 | remaining: 131s    
step 00535 (27.5%) | loss: 3.405770 | lrm: 1.00 | dt: 93ms | tok/sec: 1,401,948 | mfu: 35.7% | epoch: 1 | remaining: 130s    
step 00536 (27.5%) | loss: 3.407722 | lrm: 1.00 | dt: 94ms | tok/sec: 1,394,600 | mfu: 35.5% | epoch: 1 | remaining: 130s    
step 00537 (27.6%) | loss: 3.413908 | lrm: 1.00 | dt: 94ms | tok/sec: 1,396,183 | mfu: 35.5% | epoch: 1 | remaining: 130s    
step 00538 (27.6%) | loss: 3.414731 | lrm: 1.00 | dt: 94ms | tok/sec: 1,390,832 | mfu: 35.4% | epoch: 1 | remaining: 130s    
step 00539 (27.7%) | loss: 3.411805 | lrm: 1.00 | dt: 95ms | tok/sec: 1,373,191 | mfu: 34.9% | epoch: 1 | remaining: 130s    
step 00540 (27.7%) | loss: 3.405087 | lrm: 1.00 | dt: 93ms | tok/sec: 1,402,792 | mfu: 35.7% | epoch: 1 | remaining: 130s    
step 00541 (27.8%) | loss: 3.402281 | lrm: 1.00 | dt: 94ms | tok/sec: 1,390,371 | mfu: 35.4% | epoch: 1 | remaining: 130s    
step 00542 (27.8%) | loss: 3.405911 | lrm: 1.00 | dt: 94ms | tok/sec: 1,397,447 | mfu: 35.5% | epoch: 1 | remaining: 130s    
step 00543 (27.9%) | loss: 3.407574 | lrm: 1.00 | dt: 94ms | tok/sec: 1,400,145 | mfu: 35.6% | epoch: 1 | remaining: 130s    
