experiment_start=2026-07-10T15:59:59Z description=sixteenth global batch for update frequency
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011232 | lrm: 1.00 | dt: 12746ms | tok/sec: 2,570 | mfu: 0.1% | epoch: 1 | remaining: 180s    
step 02218 (31.4%) | loss: 4.393446 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,826 | mfu: 36.3% | epoch: 1 | remaining: 124s    
step 02219 (31.4%) | loss: 4.391287 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,679 | mfu: 36.3% | epoch: 1 | remaining: 124s    
step 02220 (31.4%) | loss: 4.389846 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,603 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02221 (31.4%) | loss: 4.396544 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,376 | mfu: 36.4% | epoch: 1 | remaining: 123s    
step 02222 (31.4%) | loss: 4.386495 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,560 | mfu: 36.4% | epoch: 1 | remaining: 123s    
step 02223 (31.4%) | loss: 4.386240 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,953 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02224 (31.4%) | loss: 4.386667 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,609 | mfu: 36.4% | epoch: 1 | remaining: 123s    
step 02225 (31.4%) | loss: 4.390326 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,981 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02226 (31.5%) | loss: 4.395907 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,080 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02227 (31.5%) | loss: 4.390579 | lrm: 1.00 | dt: 29ms | tok/sec: 1,128,417 | mfu: 31.6% | epoch: 1 | remaining: 123s    
step 02228 (31.5%) | loss: 4.397812 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,395 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02229 (31.5%) | loss: 4.398739 | lrm: 1.00 | dt: 26ms | tok/sec: 1,266,344 | mfu: 35.4% | epoch: 1 | remaining: 123s    
step 02230 (31.5%) | loss: 4.401681 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,744 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02231 (31.5%) | loss: 4.397435 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,359 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02232 (31.5%) | loss: 4.387135 | lrm: 1.00 | dt: 31ms | tok/sec: 1,068,890 | mfu: 29.9% | epoch: 1 | remaining: 123s    
step 02233 (31.6%) | loss: 4.382819 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,426 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02234 (31.6%) | loss: 4.376260 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,106 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02235 (31.6%) | loss: 4.364925 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,308 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02236 (31.6%) | loss: 4.379846 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,141 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02237 (31.6%) | loss: 4.381754 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,480 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02238 (31.6%) | loss: 4.372758 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,253 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02239 (31.7%) | loss: 4.377773 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,761 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02240 (31.7%) | loss: 4.381189 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,063 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02241 (31.7%) | loss: 4.368236 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,254 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02242 (31.7%) | loss: 4.361287 | lrm: 1.00 | dt: 25ms | tok/sec: 1,301,074 | mfu: 36.4% | epoch: 1 | remaining: 123s    
step 02243 (31.7%) | loss: 4.360312 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,639 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02244 (31.7%) | loss: 4.353930 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,806 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02245 (31.7%) | loss: 4.354772 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,871 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02246 (31.7%) | loss: 4.361445 | lrm: 1.00 | dt: 27ms | tok/sec: 1,205,108 | mfu: 33.7% | epoch: 1 | remaining: 123s    
step 02247 (31.8%) | loss: 4.360106 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,019 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02248 (31.8%) | loss: 4.353566 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,982 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02249 (31.8%) | loss: 4.363690 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,112 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02250 (31.8%) | loss: 4.364072 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,732 | mfu: 36.4% | epoch: 1 | remaining: 123s    
step 02251 (31.8%) | loss: 4.372398 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,022 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02252 (31.8%) | loss: 4.385087 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,094 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02253 (31.8%) | loss: 4.385477 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,026 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02254 (31.9%) | loss: 4.394137 | lrm: 1.00 | dt: 25ms | tok/sec: 1,301,283 | mfu: 36.4% | epoch: 1 | remaining: 123s    
step 02255 (31.9%) | loss: 4.394319 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,909 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02256 (31.9%) | loss: 4.396819 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,345 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02257 (31.9%) | loss: 4.391031 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,371 | mfu: 36.2% | epoch: 1 | remaining: 123s    
step 02258 (31.9%) | loss: 4.394832 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,997 | mfu: 36.3% | epoch: 1 | remaining: 123s    
step 02259 (31.9%) | loss: 4.398674 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,434 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02260 (31.9%) | loss: 4.402161 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,504 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02261 (32.0%) | loss: 4.406448 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,101 | mfu: 36.4% | epoch: 1 | remaining: 122s    
step 02262 (32.0%) | loss: 4.391601 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,081 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02263 (32.0%) | loss: 4.385127 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,364 | mfu: 36.4% | epoch: 1 | remaining: 122s    
step 02264 (32.0%) | loss: 4.386206 | lrm: 1.00 | dt: 26ms | tok/sec: 1,268,156 | mfu: 35.5% | epoch: 1 | remaining: 122s    
step 02265 (32.0%) | loss: 4.388854 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,496 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02266 (32.0%) | loss: 4.382021 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,920 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02267 (32.0%) | loss: 4.392405 | lrm: 1.00 | dt: 26ms | tok/sec: 1,273,420 | mfu: 35.6% | epoch: 1 | remaining: 122s    
step 02268 (32.1%) | loss: 4.389292 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,628 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02269 (32.1%) | loss: 4.390536 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,822 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02270 (32.1%) | loss: 4.382209 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,216 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02271 (32.1%) | loss: 4.376337 | lrm: 1.00 | dt: 35ms | tok/sec: 926,538 | mfu: 25.9% | epoch: 1 | remaining: 122s    
step 02272 (32.1%) | loss: 4.385704 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,395 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02273 (32.1%) | loss: 4.393323 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,618 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02274 (32.1%) | loss: 4.407786 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,814 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02275 (32.2%) | loss: 4.400643 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,384 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02276 (32.2%) | loss: 4.404078 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,413 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02277 (32.2%) | loss: 4.393916 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,167 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02278 (32.2%) | loss: 4.383273 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,438 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02279 (32.2%) | loss: 4.397462 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,634 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02280 (32.2%) | loss: 4.401740 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,983 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02281 (32.2%) | loss: 4.409488 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,843 | mfu: 36.4% | epoch: 1 | remaining: 122s    
step 02282 (32.3%) | loss: 4.401744 | lrm: 1.00 | dt: 31ms | tok/sec: 1,050,363 | mfu: 29.4% | epoch: 1 | remaining: 122s    
step 02283 (32.3%) | loss: 4.395668 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,977 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02284 (32.3%) | loss: 4.396716 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,973 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02285 (32.3%) | loss: 4.400200 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,298 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02286 (32.3%) | loss: 4.407120 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,296 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02287 (32.3%) | loss: 4.402023 | lrm: 1.00 | dt: 50ms | tok/sec: 649,013 | mfu: 18.2% | epoch: 1 | remaining: 122s    
step 02288 (32.4%) | loss: 4.406235 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,597 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02289 (32.4%) | loss: 4.404156 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,928 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02290 (32.4%) | loss: 4.398243 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,267 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02291 (32.4%) | loss: 4.390322 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,205 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02292 (32.4%) | loss: 4.391551 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,777 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02293 (32.4%) | loss: 4.388584 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,875 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02294 (32.4%) | loss: 4.374976 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,895 | mfu: 36.2% | epoch: 1 | remaining: 122s    
step 02295 (32.5%) | loss: 4.388115 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,787 | mfu: 36.3% | epoch: 1 | remaining: 122s    
step 02296 (32.5%) | loss: 4.389343 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,622 | mfu: 36.4% | epoch: 1 | remaining: 122s    
step 02297 (32.5%) | loss: 4.393142 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,364 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02298 (32.5%) | loss: 4.393840 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,267 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02299 (32.5%) | loss: 4.385194 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,397 | mfu: 36.2% | epoch: 1 | remaining: 121s    
step 02300 (32.5%) | loss: 4.385271 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,834 | mfu: 36.2% | epoch: 1 | remaining: 121s    
step 02301 (32.5%) | loss: 4.394815 | lrm: 1.00 | dt: 26ms | tok/sec: 1,270,911 | mfu: 35.6% | epoch: 1 | remaining: 121s    
step 02302 (32.6%) | loss: 4.385675 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,683 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02303 (32.6%) | loss: 4.375614 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,872 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02304 (32.6%) | loss: 4.377137 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,597 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02305 (32.6%) | loss: 4.367999 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,457 | mfu: 36.2% | epoch: 1 | remaining: 121s    
step 02306 (32.6%) | loss: 4.379140 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,622 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02307 (32.6%) | loss: 4.375916 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,578 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02308 (32.6%) | loss: 4.373706 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,499 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02309 (32.7%) | loss: 4.357900 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,229 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02310 (32.7%) | loss: 4.353000 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,818 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02311 (32.7%) | loss: 4.342693 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,707 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02312 (32.7%) | loss: 4.343442 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,899 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02313 (32.7%) | loss: 4.351443 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,192 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02314 (32.7%) | loss: 4.349207 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,284 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02315 (32.7%) | loss: 4.356539 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,474 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02316 (32.8%) | loss: 4.348327 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,114 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02317 (32.8%) | loss: 4.357060 | lrm: 1.00 | dt: 25ms | tok/sec: 1,288,256 | mfu: 36.0% | epoch: 1 | remaining: 121s    
step 02318 (32.8%) | loss: 4.362426 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,646 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02319 (32.8%) | loss: 4.358580 | lrm: 1.00 | dt: 26ms | tok/sec: 1,261,451 | mfu: 35.3% | epoch: 1 | remaining: 121s    
step 02320 (32.8%) | loss: 4.381720 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,520 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02321 (32.8%) | loss: 4.390837 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,444 | mfu: 36.2% | epoch: 1 | remaining: 121s    
step 02322 (32.8%) | loss: 4.393827 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,953 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02323 (32.9%) | loss: 4.407301 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,003 | mfu: 36.4% | epoch: 1 | remaining: 121s    
step 02324 (32.9%) | loss: 4.405688 | lrm: 1.00 | dt: 43ms | tok/sec: 754,603 | mfu: 21.1% | epoch: 1 | remaining: 121s    
step 02325 (32.9%) | loss: 4.403222 | lrm: 1.00 | dt: 25ms | tok/sec: 1,292,582 | mfu: 36.2% | epoch: 1 | remaining: 121s    
step 02326 (32.9%) | loss: 4.404233 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,932 | mfu: 36.2% | epoch: 1 | remaining: 121s    
step 02327 (32.9%) | loss: 4.406073 | lrm: 1.00 | dt: 29ms | tok/sec: 1,144,028 | mfu: 32.0% | epoch: 1 | remaining: 121s    
step 02328 (32.9%) | loss: 4.405349 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,104 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02329 (33.0%) | loss: 4.399948 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,104 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02330 (33.0%) | loss: 4.402808 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,051 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02331 (33.0%) | loss: 4.395181 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,806 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02332 (33.0%) | loss: 4.389569 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,303 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02333 (33.0%) | loss: 4.385771 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,774 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02334 (33.0%) | loss: 4.384455 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,958 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02335 (33.0%) | loss: 4.378546 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,517 | mfu: 36.3% | epoch: 1 | remaining: 121s    
step 02336 (33.0%) | loss: 4.364265 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,132 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02337 (33.1%) | loss: 4.365982 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,117 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02338 (33.1%) | loss: 4.351380 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,406 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02339 (33.1%) | loss: 4.375764 | lrm: 1.00 | dt: 30ms | tok/sec: 1,088,142 | mfu: 30.4% | epoch: 1 | remaining: 120s    
step 02340 (33.1%) | loss: 4.376760 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,107 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02341 (33.1%) | loss: 4.377889 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,413 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02342 (33.1%) | loss: 4.376339 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,376 | mfu: 36.4% | epoch: 1 | remaining: 120s    
step 02343 (33.2%) | loss: 4.379711 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,738 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02344 (33.2%) | loss: 4.385745 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,696 | mfu: 36.4% | epoch: 1 | remaining: 120s    
step 02345 (33.2%) | loss: 4.385862 | lrm: 1.00 | dt: 25ms | tok/sec: 1,292,934 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02346 (33.2%) | loss: 4.392432 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,214 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02347 (33.2%) | loss: 4.388471 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,823 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02348 (33.2%) | loss: 4.381843 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,688 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02349 (33.2%) | loss: 4.384653 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,716 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02350 (33.2%) | loss: 4.370005 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,237 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02351 (33.3%) | loss: 4.383842 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,627 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02352 (33.3%) | loss: 4.386551 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,899 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02353 (33.3%) | loss: 4.384983 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,094 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02354 (33.3%) | loss: 4.379769 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,941 | mfu: 36.4% | epoch: 1 | remaining: 120s    
step 02355 (33.3%) | loss: 4.376522 | lrm: 1.00 | dt: 30ms | tok/sec: 1,087,144 | mfu: 30.4% | epoch: 1 | remaining: 120s    
step 02356 (33.3%) | loss: 4.363345 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,664 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02357 (33.3%) | loss: 4.357371 | lrm: 1.00 | dt: 29ms | tok/sec: 1,136,789 | mfu: 31.8% | epoch: 1 | remaining: 120s    
step 02358 (33.4%) | loss: 4.371645 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,278 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02359 (33.4%) | loss: 4.363279 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,529 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02360 (33.4%) | loss: 4.370394 | lrm: 1.00 | dt: 25ms | tok/sec: 1,301,024 | mfu: 36.4% | epoch: 1 | remaining: 120s    
step 02361 (33.4%) | loss: 4.359884 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,107 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02362 (33.4%) | loss: 4.356815 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,026 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02363 (33.4%) | loss: 4.359279 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,323 | mfu: 36.4% | epoch: 1 | remaining: 120s    
step 02364 (33.4%) | loss: 4.361596 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,347 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02365 (33.5%) | loss: 4.362633 | lrm: 1.00 | dt: 25ms | tok/sec: 1,293,896 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02366 (33.5%) | loss: 4.356520 | lrm: 1.00 | dt: 25ms | tok/sec: 1,294,786 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02367 (33.5%) | loss: 4.371521 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,438 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02368 (33.5%) | loss: 4.360577 | lrm: 1.00 | dt: 25ms | tok/sec: 1,295,274 | mfu: 36.2% | epoch: 1 | remaining: 120s    
step 02369 (33.5%) | loss: 4.365504 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,934 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02370 (33.5%) | loss: 4.358078 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,728 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02371 (33.5%) | loss: 4.352513 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,153 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02372 (33.6%) | loss: 4.359673 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,707 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02373 (33.6%) | loss: 4.363600 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,855 | mfu: 36.3% | epoch: 1 | remaining: 120s    
step 02374 (33.6%) | loss: 4.371996 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,421 | mfu: 36.4% | epoch: 1 | remaining: 120s    
step 02375 (33.6%) | loss: 4.361968 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,529 | mfu: 36.3% | epoch: 1 | remaining: 119s    
step 02376 (33.6%) | loss: 4.353159 | lrm: 1.00 | dt: 26ms | tok/sec: 1,265,517 | mfu: 35.4% | epoch: 1 | remaining: 119s    
step 02377 (33.6%) | loss: 4.355572 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,867 | mfu: 36.3% | epoch: 1 | remaining: 119s    
step 02378 (33.6%) | loss: 4.348794 | lrm: 1.00 | dt: 25ms | tok/sec: 1,296,434 | mfu: 36.3% | epoch: 1 | remaining: 119s    
step 02379 (33.7%) | loss: 4.355531 | lrm: 1.00 | dt: 25ms | tok/sec: 1,297,769 | mfu: 36.3% | epoch: 1 | remaining: 119s    
step 02380 (33.7%) | loss: 4.354904 | lrm: 1.00 | dt: 25ms | tok/sec: 1,299,487 | mfu: 36.4% | epoch: 1 | remaining: 119s    
step 02381 (33.7%) | loss: 4.368145 | lrm: 1.00 | dt: 25ms | tok/sec: 1,300,643 | mfu: 36.4% | epoch: 1 | remaining: 119s    
step 02382 (33.7%) | loss: 4.366072 | lrm: 1.00 | dt: 25ms | tok/sec: 1,298,995 | mfu: 36.3% | epoch: 1 | remaining: 119s    
step 02383 (33.7%) | loss: 4.366939 | lrm: 1.00 | dt: 25ms | tok/sec: 1,302,566 | mfu: 36.4% | epoch: 1 | remaining: 119s    
