experiment_start=2026-07-10T15:51:13Z description=1.15x learning rates at 65k batch
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011307 | lrm: 1.00 | dt: 13953ms | tok/sec: 4,696 | mfu: 0.1% | epoch: 1 | remaining: 180s    
step 00001 (0.0%) | loss: 8.993724 | lrm: 1.00 | dt: 106ms | tok/sec: 619,214 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00002 (0.0%) | loss: 8.707862 | lrm: 1.00 | dt: 103ms | tok/sec: 633,594 | mfu: 17.7% | epoch: 1 | remaining: 180s    
step 00003 (0.0%) | loss: 8.508865 | lrm: 1.00 | dt: 106ms | tok/sec: 620,225 | mfu: 17.4% | epoch: 1 | remaining: 180s    
step 00004 (0.0%) | loss: 8.389803 | lrm: 1.00 | dt: 102ms | tok/sec: 641,731 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00005 (0.0%) | loss: 8.292674 | lrm: 1.00 | dt: 102ms | tok/sec: 642,802 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00006 (0.0%) | loss: 8.196695 | lrm: 1.00 | dt: 106ms | tok/sec: 618,391 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00007 (0.0%) | loss: 8.108358 | lrm: 1.00 | dt: 102ms | tok/sec: 643,302 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00008 (0.0%) | loss: 8.023138 | lrm: 1.00 | dt: 106ms | tok/sec: 620,605 | mfu: 17.4% | epoch: 1 | remaining: 180s    
step 00009 (0.0%) | loss: 7.955645 | lrm: 1.00 | dt: 102ms | tok/sec: 643,084 | mfu: 18.0% | epoch: 1 | remaining: 180s    
step 00010 (0.0%) | loss: 7.906377 | lrm: 1.00 | dt: 106ms | tok/sec: 620,087 | mfu: 17.3% | epoch: 1 | remaining: 180s    
step 00011 (0.0%) | loss: 7.863428 | lrm: 1.00 | dt: 104ms | tok/sec: 632,330 | mfu: 17.7% | epoch: 1 | remaining: 180s    
step 00012 (0.1%) | loss: 7.820691 | lrm: 1.00 | dt: 106ms | tok/sec: 620,571 | mfu: 17.4% | epoch: 1 | remaining: 180s    
step 00154 (8.3%) | loss: 6.306981 | lrm: 1.00 | dt: 104ms | tok/sec: 630,172 | mfu: 17.6% | epoch: 1 | remaining: 165s    
step 00155 (8.3%) | loss: 6.304954 | lrm: 1.00 | dt: 106ms | tok/sec: 618,325 | mfu: 17.3% | epoch: 1 | remaining: 165s    
step 00156 (8.4%) | loss: 6.296692 | lrm: 1.00 | dt: 103ms | tok/sec: 638,754 | mfu: 17.9% | epoch: 1 | remaining: 165s    
step 00157 (8.5%) | loss: 6.292665 | lrm: 1.00 | dt: 106ms | tok/sec: 617,651 | mfu: 17.3% | epoch: 1 | remaining: 165s    
step 00158 (8.5%) | loss: 6.291056 | lrm: 1.00 | dt: 102ms | tok/sec: 639,552 | mfu: 17.9% | epoch: 1 | remaining: 165s    
step 00159 (8.6%) | loss: 6.295756 | lrm: 1.00 | dt: 106ms | tok/sec: 620,591 | mfu: 17.4% | epoch: 1 | remaining: 164s    
step 00160 (8.6%) | loss: 6.289856 | lrm: 1.00 | dt: 104ms | tok/sec: 631,379 | mfu: 17.7% | epoch: 1 | remaining: 164s    
step 00161 (8.7%) | loss: 6.294068 | lrm: 1.00 | dt: 103ms | tok/sec: 633,427 | mfu: 17.7% | epoch: 1 | remaining: 164s    
step 00162 (8.7%) | loss: 6.306718 | lrm: 1.00 | dt: 104ms | tok/sec: 628,962 | mfu: 17.6% | epoch: 1 | remaining: 164s    
step 00163 (8.8%) | loss: 6.335926 | lrm: 1.00 | dt: 102ms | tok/sec: 643,428 | mfu: 18.0% | epoch: 1 | remaining: 164s    
step 00164 (8.9%) | loss: 6.355309 | lrm: 1.00 | dt: 106ms | tok/sec: 617,674 | mfu: 17.3% | epoch: 1 | remaining: 164s    
step 00165 (8.9%) | loss: 6.381275 | lrm: 1.00 | dt: 103ms | tok/sec: 638,836 | mfu: 17.9% | epoch: 1 | remaining: 164s    
step 00166 (9.0%) | loss: 6.403586 | lrm: 1.00 | dt: 106ms | tok/sec: 617,386 | mfu: 17.3% | epoch: 1 | remaining: 164s    
step 00167 (9.0%) | loss: 6.406442 | lrm: 1.00 | dt: 102ms | tok/sec: 639,536 | mfu: 17.9% | epoch: 1 | remaining: 164s    
step 00168 (9.1%) | loss: 6.408496 | lrm: 1.00 | dt: 106ms | tok/sec: 617,985 | mfu: 17.3% | epoch: 1 | remaining: 164s    
step 00169 (9.2%) | loss: 6.405917 | lrm: 1.00 | dt: 102ms | tok/sec: 639,612 | mfu: 17.9% | epoch: 1 | remaining: 163s    
step 00170 (9.2%) | loss: 6.406143 | lrm: 1.00 | dt: 106ms | tok/sec: 618,169 | mfu: 17.3% | epoch: 1 | remaining: 163s    
step 00171 (9.3%) | loss: 6.402198 | lrm: 1.00 | dt: 102ms | tok/sec: 639,916 | mfu: 17.9% | epoch: 1 | remaining: 163s    
step 00172 (9.3%) | loss: 6.395135 | lrm: 1.00 | dt: 106ms | tok/sec: 619,895 | mfu: 17.3% | epoch: 1 | remaining: 163s    
step 00173 (9.4%) | loss: 6.388603 | lrm: 1.00 | dt: 104ms | tok/sec: 629,655 | mfu: 17.6% | epoch: 1 | remaining: 163s    
step 00174 (9.4%) | loss: 6.377375 | lrm: 1.00 | dt: 106ms | tok/sec: 620,309 | mfu: 17.4% | epoch: 1 | remaining: 163s    
step 00175 (9.5%) | loss: 6.365798 | lrm: 1.00 | dt: 102ms | tok/sec: 643,651 | mfu: 18.0% | epoch: 1 | remaining: 163s    
step 00176 (9.6%) | loss: 6.353432 | lrm: 1.00 | dt: 104ms | tok/sec: 629,475 | mfu: 17.6% | epoch: 1 | remaining: 163s    
step 00177 (9.6%) | loss: 6.342679 | lrm: 1.00 | dt: 106ms | tok/sec: 618,406 | mfu: 17.3% | epoch: 1 | remaining: 163s    
step 00178 (9.7%) | loss: 6.336651 | lrm: 1.00 | dt: 102ms | tok/sec: 641,704 | mfu: 18.0% | epoch: 1 | remaining: 162s    
step 00179 (9.7%) | loss: 6.325355 | lrm: 1.00 | dt: 106ms | tok/sec: 617,951 | mfu: 17.3% | epoch: 1 | remaining: 162s    
step 00180 (9.8%) | loss: 6.322656 | lrm: 1.00 | dt: 103ms | tok/sec: 638,505 | mfu: 17.9% | epoch: 1 | remaining: 162s    
step 00181 (9.8%) | loss: 6.316719 | lrm: 1.00 | dt: 106ms | tok/sec: 618,282 | mfu: 17.3% | epoch: 1 | remaining: 162s    
step 00182 (9.9%) | loss: 6.307608 | lrm: 1.00 | dt: 103ms | tok/sec: 638,870 | mfu: 17.9% | epoch: 1 | remaining: 162s    
step 00183 (10.0%) | loss: 6.300406 | lrm: 1.00 | dt: 106ms | tok/sec: 617,415 | mfu: 17.3% | epoch: 1 | remaining: 162s    
step 00184 (10.0%) | loss: 6.291303 | lrm: 1.00 | dt: 103ms | tok/sec: 639,259 | mfu: 17.9% | epoch: 1 | remaining: 162s    
step 00185 (10.1%) | loss: 6.280061 | lrm: 1.00 | dt: 106ms | tok/sec: 618,574 | mfu: 17.3% | epoch: 1 | remaining: 162s    
step 00186 (10.1%) | loss: 6.271374 | lrm: 1.00 | dt: 102ms | tok/sec: 639,980 | mfu: 17.9% | epoch: 1 | remaining: 162s    
step 00187 (10.2%) | loss: 6.267467 | lrm: 1.00 | dt: 106ms | tok/sec: 619,416 | mfu: 17.3% | epoch: 1 | remaining: 162s    
step 00188 (10.3%) | loss: 6.263621 | lrm: 1.00 | dt: 102ms | tok/sec: 642,349 | mfu: 18.0% | epoch: 1 | remaining: 161s    
step 00189 (10.3%) | loss: 6.254757 | lrm: 1.00 | dt: 106ms | tok/sec: 620,010 | mfu: 17.3% | epoch: 1 | remaining: 161s    
step 00190 (10.4%) | loss: 6.247630 | lrm: 1.00 | dt: 104ms | tok/sec: 627,794 | mfu: 17.6% | epoch: 1 | remaining: 161s    
step 00191 (10.4%) | loss: 6.240087 | lrm: 1.00 | dt: 102ms | tok/sec: 640,469 | mfu: 17.9% | epoch: 1 | remaining: 161s    
step 00192 (10.5%) | loss: 6.230519 | lrm: 1.00 | dt: 106ms | tok/sec: 617,275 | mfu: 17.3% | epoch: 1 | remaining: 161s    
step 00193 (10.5%) | loss: 6.229022 | lrm: 1.00 | dt: 103ms | tok/sec: 638,584 | mfu: 17.9% | epoch: 1 | remaining: 161s    
step 00194 (10.6%) | loss: 6.223869 | lrm: 1.00 | dt: 106ms | tok/sec: 616,452 | mfu: 17.2% | epoch: 1 | remaining: 161s    
step 00195 (10.7%) | loss: 6.219345 | lrm: 1.00 | dt: 103ms | tok/sec: 637,591 | mfu: 17.8% | epoch: 1 | remaining: 161s    
step 00196 (10.7%) | loss: 6.230736 | lrm: 1.00 | dt: 106ms | tok/sec: 617,138 | mfu: 17.3% | epoch: 1 | remaining: 161s    
step 00197 (10.8%) | loss: 6.231521 | lrm: 1.00 | dt: 102ms | tok/sec: 640,106 | mfu: 17.9% | epoch: 1 | remaining: 161s    
step 00198 (10.8%) | loss: 6.228536 | lrm: 1.00 | dt: 106ms | tok/sec: 619,119 | mfu: 17.3% | epoch: 1 | remaining: 160s    
step 00199 (10.9%) | loss: 6.232070 | lrm: 1.00 | dt: 102ms | tok/sec: 641,009 | mfu: 17.9% | epoch: 1 | remaining: 160s    
step 00200 (10.9%) | loss: 6.230153 | lrm: 1.00 | dt: 106ms | tok/sec: 620,423 | mfu: 17.4% | epoch: 1 | remaining: 160s    
step 00201 (11.0%) | loss: 6.226653 | lrm: 1.00 | dt: 104ms | tok/sec: 628,883 | mfu: 17.6% | epoch: 1 | remaining: 160s    
step 00202 (11.1%) | loss: 6.216107 | lrm: 1.00 | dt: 106ms | tok/sec: 619,593 | mfu: 17.3% | epoch: 1 | remaining: 160s    
step 00203 (11.1%) | loss: 6.212721 | lrm: 1.00 | dt: 104ms | tok/sec: 627,846 | mfu: 17.6% | epoch: 1 | remaining: 160s    
step 00204 (11.2%) | loss: 6.210524 | lrm: 1.00 | dt: 103ms | tok/sec: 637,658 | mfu: 17.8% | epoch: 1 | remaining: 160s    
step 00205 (11.2%) | loss: 6.206601 | lrm: 1.00 | dt: 106ms | tok/sec: 617,948 | mfu: 17.3% | epoch: 1 | remaining: 160s    
step 00206 (11.3%) | loss: 6.201829 | lrm: 1.00 | dt: 102ms | tok/sec: 639,712 | mfu: 17.9% | epoch: 1 | remaining: 160s    
step 00207 (11.4%) | loss: 6.191361 | lrm: 1.00 | dt: 106ms | tok/sec: 617,249 | mfu: 17.3% | epoch: 1 | remaining: 159s    
step 00208 (11.4%) | loss: 6.186282 | lrm: 1.00 | dt: 102ms | tok/sec: 640,415 | mfu: 17.9% | epoch: 1 | remaining: 159s    
step 00209 (11.5%) | loss: 6.180487 | lrm: 1.00 | dt: 106ms | tok/sec: 619,666 | mfu: 17.3% | epoch: 1 | remaining: 159s    
step 00210 (11.5%) | loss: 6.170557 | lrm: 1.00 | dt: 102ms | tok/sec: 642,625 | mfu: 18.0% | epoch: 1 | remaining: 159s    
step 00211 (11.6%) | loss: 6.162271 | lrm: 1.00 | dt: 106ms | tok/sec: 618,797 | mfu: 17.3% | epoch: 1 | remaining: 159s    
step 00212 (11.6%) | loss: 6.155166 | lrm: 1.00 | dt: 102ms | tok/sec: 640,839 | mfu: 17.9% | epoch: 1 | remaining: 159s    
step 00213 (11.7%) | loss: 6.151912 | lrm: 1.00 | dt: 106ms | tok/sec: 619,566 | mfu: 17.3% | epoch: 1 | remaining: 159s    
step 00214 (11.8%) | loss: 6.152161 | lrm: 1.00 | dt: 104ms | tok/sec: 628,832 | mfu: 17.6% | epoch: 1 | remaining: 159s    
step 00215 (11.8%) | loss: 6.159554 | lrm: 1.00 | dt: 106ms | tok/sec: 620,295 | mfu: 17.4% | epoch: 1 | remaining: 159s    
step 00216 (11.9%) | loss: 6.159548 | lrm: 1.00 | dt: 102ms | tok/sec: 640,745 | mfu: 17.9% | epoch: 1 | remaining: 159s    
step 00217 (11.9%) | loss: 6.159041 | lrm: 1.00 | dt: 104ms | tok/sec: 629,754 | mfu: 17.6% | epoch: 1 | remaining: 158s    
step 00218 (12.0%) | loss: 6.148270 | lrm: 1.00 | dt: 106ms | tok/sec: 620,521 | mfu: 17.4% | epoch: 1 | remaining: 158s    
step 00219 (12.0%) | loss: 6.141806 | lrm: 1.00 | dt: 104ms | tok/sec: 629,493 | mfu: 17.6% | epoch: 1 | remaining: 158s    
step 00220 (12.1%) | loss: 6.137861 | lrm: 1.00 | dt: 106ms | tok/sec: 618,765 | mfu: 17.3% | epoch: 1 | remaining: 158s    
step 00221 (12.2%) | loss: 6.142337 | lrm: 1.00 | dt: 102ms | tok/sec: 640,044 | mfu: 17.9% | epoch: 1 | remaining: 158s    
step 00222 (12.2%) | loss: 6.154959 | lrm: 1.00 | dt: 106ms | tok/sec: 618,577 | mfu: 17.3% | epoch: 1 | remaining: 158s    
step 00223 (12.3%) | loss: 6.152523 | lrm: 1.00 | dt: 104ms | tok/sec: 630,481 | mfu: 17.6% | epoch: 1 | remaining: 158s    
step 00224 (12.3%) | loss: 6.163853 | lrm: 1.00 | dt: 106ms | tok/sec: 618,615 | mfu: 17.3% | epoch: 1 | remaining: 158s    
step 00225 (12.4%) | loss: 6.168712 | lrm: 1.00 | dt: 102ms | tok/sec: 639,758 | mfu: 17.9% | epoch: 1 | remaining: 158s    
step 00226 (12.5%) | loss: 6.172309 | lrm: 1.00 | dt: 106ms | tok/sec: 620,619 | mfu: 17.4% | epoch: 1 | remaining: 157s    
step 00227 (12.5%) | loss: 6.178560 | lrm: 1.00 | dt: 102ms | tok/sec: 642,302 | mfu: 18.0% | epoch: 1 | remaining: 157s    
step 00228 (12.6%) | loss: 6.173429 | lrm: 1.00 | dt: 106ms | tok/sec: 619,102 | mfu: 17.3% | epoch: 1 | remaining: 157s    
step 00229 (12.6%) | loss: 6.170913 | lrm: 1.00 | dt: 102ms | tok/sec: 641,072 | mfu: 17.9% | epoch: 1 | remaining: 157s    
step 00230 (12.7%) | loss: 6.163831 | lrm: 1.00 | dt: 104ms | tok/sec: 633,098 | mfu: 17.7% | epoch: 1 | remaining: 157s    
step 00231 (12.7%) | loss: 6.161041 | lrm: 1.00 | dt: 104ms | tok/sec: 628,756 | mfu: 17.6% | epoch: 1 | remaining: 157s    
step 00232 (12.8%) | loss: 6.153492 | lrm: 1.00 | dt: 104ms | tok/sec: 630,905 | mfu: 17.7% | epoch: 1 | remaining: 157s    
step 00233 (12.9%) | loss: 6.144929 | lrm: 1.00 | dt: 106ms | tok/sec: 615,919 | mfu: 17.2% | epoch: 1 | remaining: 157s    
step 00234 (12.9%) | loss: 6.136562 | lrm: 1.00 | dt: 103ms | tok/sec: 635,879 | mfu: 17.8% | epoch: 1 | remaining: 157s    
step 00235 (13.0%) | loss: 6.129393 | lrm: 1.00 | dt: 106ms | tok/sec: 618,050 | mfu: 17.3% | epoch: 1 | remaining: 157s    
step 00236 (13.0%) | loss: 6.118728 | lrm: 1.00 | dt: 103ms | tok/sec: 638,561 | mfu: 17.9% | epoch: 1 | remaining: 156s    
step 00237 (13.1%) | loss: 6.115321 | lrm: 1.00 | dt: 106ms | tok/sec: 619,432 | mfu: 17.3% | epoch: 1 | remaining: 156s    
step 00238 (13.1%) | loss: 6.106947 | lrm: 1.00 | dt: 102ms | tok/sec: 640,512 | mfu: 17.9% | epoch: 1 | remaining: 156s    
step 00239 (13.2%) | loss: 6.103151 | lrm: 1.00 | dt: 106ms | tok/sec: 618,911 | mfu: 17.3% | epoch: 1 | remaining: 156s    
step 00240 (13.3%) | loss: 6.101707 | lrm: 1.00 | dt: 102ms | tok/sec: 641,252 | mfu: 17.9% | epoch: 1 | remaining: 156s    
step 00241 (13.3%) | loss: 6.111649 | lrm: 1.00 | dt: 106ms | tok/sec: 619,077 | mfu: 17.3% | epoch: 1 | remaining: 156s    
step 00242 (13.4%) | loss: 6.113410 | lrm: 1.00 | dt: 104ms | tok/sec: 628,321 | mfu: 17.6% | epoch: 1 | remaining: 156s    
step 00243 (13.4%) | loss: 6.115358 | lrm: 1.00 | dt: 106ms | tok/sec: 619,388 | mfu: 17.3% | epoch: 1 | remaining: 156s    
step 00244 (13.5%) | loss: 6.112696 | lrm: 1.00 | dt: 104ms | tok/sec: 627,240 | mfu: 17.5% | epoch: 1 | remaining: 156s    
step 00245 (13.6%) | loss: 6.108736 | lrm: 1.00 | dt: 102ms | tok/sec: 641,857 | mfu: 18.0% | epoch: 1 | remaining: 155s    
step 00246 (13.6%) | loss: 6.105137 | lrm: 1.00 | dt: 106ms | tok/sec: 618,495 | mfu: 17.3% | epoch: 1 | remaining: 155s    
step 00247 (13.7%) | loss: 6.099496 | lrm: 1.00 | dt: 104ms | tok/sec: 629,274 | mfu: 17.6% | epoch: 1 | remaining: 155s    
step 00248 (13.7%) | loss: 6.090045 | lrm: 1.00 | dt: 106ms | tok/sec: 618,991 | mfu: 17.3% | epoch: 1 | remaining: 155s    
step 00249 (13.8%) | loss: 6.086293 | lrm: 1.00 | dt: 102ms | tok/sec: 641,401 | mfu: 17.9% | epoch: 1 | remaining: 155s    
step 00250 (13.8%) | loss: 6.076512 | lrm: 1.00 | dt: 106ms | tok/sec: 619,846 | mfu: 17.3% | epoch: 1 | remaining: 155s    
step 00251 (13.9%) | loss: 6.074721 | lrm: 1.00 | dt: 104ms | tok/sec: 628,959 | mfu: 17.6% | epoch: 1 | remaining: 155s    
step 00252 (14.0%) | loss: 6.069132 | lrm: 1.00 | dt: 106ms | tok/sec: 618,169 | mfu: 17.3% | epoch: 1 | remaining: 155s    
step 00253 (14.0%) | loss: 6.075905 | lrm: 1.00 | dt: 102ms | tok/sec: 639,631 | mfu: 17.9% | epoch: 1 | remaining: 155s    
step 00254 (14.1%) | loss: 6.078437 | lrm: 1.00 | dt: 106ms | tok/sec: 620,006 | mfu: 17.3% | epoch: 1 | remaining: 155s    
step 00255 (14.1%) | loss: 6.081432 | lrm: 1.00 | dt: 104ms | tok/sec: 629,710 | mfu: 17.6% | epoch: 1 | remaining: 154s    
step 00256 (14.2%) | loss: 6.072652 | lrm: 1.00 | dt: 104ms | tok/sec: 631,024 | mfu: 17.7% | epoch: 1 | remaining: 154s    
step 00257 (14.3%) | loss: 6.073450 | lrm: 1.00 | dt: 104ms | tok/sec: 628,809 | mfu: 17.6% | epoch: 1 | remaining: 154s    
step 00258 (14.3%) | loss: 6.072908 | lrm: 1.00 | dt: 104ms | tok/sec: 630,404 | mfu: 17.6% | epoch: 1 | remaining: 154s    
step 00259 (14.4%) | loss: 6.066625 | lrm: 1.00 | dt: 106ms | tok/sec: 618,577 | mfu: 17.3% | epoch: 1 | remaining: 154s    
step 00260 (14.4%) | loss: 6.065372 | lrm: 1.00 | dt: 102ms | tok/sec: 640,494 | mfu: 17.9% | epoch: 1 | remaining: 154s    
step 00261 (14.5%) | loss: 6.062517 | lrm: 1.00 | dt: 106ms | tok/sec: 618,670 | mfu: 17.3% | epoch: 1 | remaining: 154s    
step 00262 (14.5%) | loss: 6.055268 | lrm: 1.00 | dt: 102ms | tok/sec: 640,636 | mfu: 17.9% | epoch: 1 | remaining: 154s    
step 00263 (14.6%) | loss: 6.050186 | lrm: 1.00 | dt: 106ms | tok/sec: 618,054 | mfu: 17.3% | epoch: 1 | remaining: 154s    
step 00264 (14.7%) | loss: 6.047492 | lrm: 1.00 | dt: 102ms | tok/sec: 640,151 | mfu: 17.9% | epoch: 1 | remaining: 154s    
step 00265 (14.7%) | loss: 6.044557 | lrm: 1.00 | dt: 106ms | tok/sec: 619,123 | mfu: 17.3% | epoch: 1 | remaining: 153s    
step 00266 (14.8%) | loss: 6.038725 | lrm: 1.00 | dt: 102ms | tok/sec: 640,314 | mfu: 17.9% | epoch: 1 | remaining: 153s    
step 00267 (14.8%) | loss: 6.033815 | lrm: 1.00 | dt: 106ms | tok/sec: 619,694 | mfu: 17.3% | epoch: 1 | remaining: 153s    
step 00268 (14.9%) | loss: 6.028938 | lrm: 1.00 | dt: 104ms | tok/sec: 629,145 | mfu: 17.6% | epoch: 1 | remaining: 153s    
step 00269 (14.9%) | loss: 6.027884 | lrm: 1.00 | dt: 106ms | tok/sec: 620,522 | mfu: 17.4% | epoch: 1 | remaining: 153s    
step 00270 (15.0%) | loss: 6.028786 | lrm: 1.00 | dt: 104ms | tok/sec: 628,473 | mfu: 17.6% | epoch: 1 | remaining: 153s    
step 00271 (15.1%) | loss: 6.025652 | lrm: 1.00 | dt: 104ms | tok/sec: 630,407 | mfu: 17.6% | epoch: 1 | remaining: 153s    
step 00272 (15.1%) | loss: 6.015486 | lrm: 1.00 | dt: 106ms | tok/sec: 618,494 | mfu: 17.3% | epoch: 1 | remaining: 153s    
step 00273 (15.2%) | loss: 6.005411 | lrm: 1.00 | dt: 102ms | tok/sec: 641,843 | mfu: 18.0% | epoch: 1 | remaining: 153s    
step 00274 (15.2%) | loss: 5.996426 | lrm: 1.00 | dt: 106ms | tok/sec: 619,231 | mfu: 17.3% | epoch: 1 | remaining: 152s    
step 00275 (15.3%) | loss: 5.994728 | lrm: 1.00 | dt: 104ms | tok/sec: 629,971 | mfu: 17.6% | epoch: 1 | remaining: 152s    
step 00276 (15.4%) | loss: 5.995165 | lrm: 1.00 | dt: 106ms | tok/sec: 618,201 | mfu: 17.3% | epoch: 1 | remaining: 152s    
step 00277 (15.4%) | loss: 5.990261 | lrm: 1.00 | dt: 102ms | tok/sec: 640,609 | mfu: 17.9% | epoch: 1 | remaining: 152s    
step 00278 (15.5%) | loss: 5.987638 | lrm: 1.00 | dt: 106ms | tok/sec: 618,463 | mfu: 17.3% | epoch: 1 | remaining: 152s    
step 00279 (15.5%) | loss: 5.991624 | lrm: 1.00 | dt: 103ms | tok/sec: 639,252 | mfu: 17.9% | epoch: 1 | remaining: 152s    
step 00280 (15.6%) | loss: 5.988896 | lrm: 1.00 | dt: 106ms | tok/sec: 618,129 | mfu: 17.3% | epoch: 1 | remaining: 152s    
step 00281 (15.6%) | loss: 5.982642 | lrm: 1.00 | dt: 103ms | tok/sec: 638,240 | mfu: 17.9% | epoch: 1 | remaining: 152s    
step 00282 (15.7%) | loss: 5.977575 | lrm: 1.00 | dt: 106ms | tok/sec: 620,133 | mfu: 17.3% | epoch: 1 | remaining: 152s    
step 00283 (15.8%) | loss: 5.974901 | lrm: 1.00 | dt: 104ms | tok/sec: 627,427 | mfu: 17.6% | epoch: 1 | remaining: 152s    
step 00284 (15.8%) | loss: 5.988612 | lrm: 1.00 | dt: 102ms | tok/sec: 643,889 | mfu: 18.0% | epoch: 1 | remaining: 151s    
step 00285 (15.9%) | loss: 5.991554 | lrm: 1.00 | dt: 106ms | tok/sec: 618,739 | mfu: 17.3% | epoch: 1 | remaining: 151s    
step 00286 (15.9%) | loss: 5.991279 | lrm: 1.00 | dt: 102ms | tok/sec: 640,812 | mfu: 17.9% | epoch: 1 | remaining: 151s    
step 00287 (16.0%) | loss: 5.996428 | lrm: 1.00 | dt: 106ms | tok/sec: 619,017 | mfu: 17.3% | epoch: 1 | remaining: 151s    
step 00288 (16.0%) | loss: 5.994354 | lrm: 1.00 | dt: 102ms | tok/sec: 641,220 | mfu: 17.9% | epoch: 1 | remaining: 151s    
step 00289 (16.1%) | loss: 5.988384 | lrm: 1.00 | dt: 106ms | tok/sec: 618,409 | mfu: 17.3% | epoch: 1 | remaining: 151s    
step 00290 (16.2%) | loss: 5.977838 | lrm: 1.00 | dt: 102ms | tok/sec: 640,894 | mfu: 17.9% | epoch: 1 | remaining: 151s    
step 00291 (16.2%) | loss: 5.972187 | lrm: 1.00 | dt: 106ms | tok/sec: 618,510 | mfu: 17.3% | epoch: 1 | remaining: 151s    
step 00292 (16.3%) | loss: 5.974554 | lrm: 1.00 | dt: 102ms | tok/sec: 641,969 | mfu: 18.0% | epoch: 1 | remaining: 151s    
step 00293 (16.3%) | loss: 5.970081 | lrm: 1.00 | dt: 106ms | tok/sec: 619,999 | mfu: 17.3% | epoch: 1 | remaining: 150s    
step 00294 (16.4%) | loss: 5.967055 | lrm: 1.00 | dt: 102ms | tok/sec: 641,753 | mfu: 18.0% | epoch: 1 | remaining: 150s    
step 00295 (16.5%) | loss: 5.960277 | lrm: 1.00 | dt: 106ms | tok/sec: 621,166 | mfu: 17.4% | epoch: 1 | remaining: 150s    
step 00296 (16.5%) | loss: 5.960861 | lrm: 1.00 | dt: 102ms | tok/sec: 640,481 | mfu: 17.9% | epoch: 1 | remaining: 150s    
step 00297 (16.6%) | loss: 5.954378 | lrm: 1.00 | dt: 104ms | tok/sec: 630,073 | mfu: 17.6% | epoch: 1 | remaining: 150s    
step 00298 (16.6%) | loss: 5.949604 | lrm: 1.00 | dt: 104ms | tok/sec: 627,503 | mfu: 17.6% | epoch: 1 | remaining: 150s    
step 00299 (16.7%) | loss: 5.946119 | lrm: 1.00 | dt: 102ms | tok/sec: 641,383 | mfu: 17.9% | epoch: 1 | remaining: 150s    
step 00300 (16.7%) | loss: 5.940403 | lrm: 1.00 | dt: 106ms | tok/sec: 619,024 | mfu: 17.3% | epoch: 1 | remaining: 150s    
step 00301 (16.8%) | loss: 5.950727 | lrm: 1.00 | dt: 102ms | tok/sec: 640,509 | mfu: 17.9% | epoch: 1 | remaining: 150s    
step 00302 (16.9%) | loss: 5.960417 | lrm: 1.00 | dt: 106ms | tok/sec: 618,357 | mfu: 17.3% | epoch: 1 | remaining: 150s    
step 00303 (16.9%) | loss: 5.974858 | lrm: 1.00 | dt: 102ms | tok/sec: 642,738 | mfu: 18.0% | epoch: 1 | remaining: 149s    
step 00304 (17.0%) | loss: 5.986279 | lrm: 1.00 | dt: 106ms | tok/sec: 619,111 | mfu: 17.3% | epoch: 1 | remaining: 149s    
step 00305 (17.0%) | loss: 5.999648 | lrm: 1.00 | dt: 104ms | tok/sec: 629,208 | mfu: 17.6% | epoch: 1 | remaining: 149s    
step 00306 (17.1%) | loss: 6.014018 | lrm: 1.00 | dt: 106ms | tok/sec: 619,006 | mfu: 17.3% | epoch: 1 | remaining: 149s    
step 00307 (17.1%) | loss: 6.029738 | lrm: 1.00 | dt: 102ms | tok/sec: 640,290 | mfu: 17.9% | epoch: 1 | remaining: 149s    
step 00308 (17.2%) | loss: 6.030185 | lrm: 1.00 | dt: 106ms | tok/sec: 619,014 | mfu: 17.3% | epoch: 1 | remaining: 149s    
step 00309 (17.3%) | loss: 6.034713 | lrm: 1.00 | dt: 104ms | tok/sec: 628,158 | mfu: 17.6% | epoch: 1 | remaining: 149s    
step 00310 (17.3%) | loss: 6.043381 | lrm: 1.00 | dt: 106ms | tok/sec: 619,056 | mfu: 17.3% | epoch: 1 | remaining: 149s    
step 00311 (17.4%) | loss: 6.039539 | lrm: 1.00 | dt: 104ms | tok/sec: 627,167 | mfu: 17.5% | epoch: 1 | remaining: 149s    
step 00312 (17.4%) | loss: 6.030784 | lrm: 1.00 | dt: 104ms | tok/sec: 630,911 | mfu: 17.7% | epoch: 1 | remaining: 149s    
