experiment_start=2026-07-12T21:13:51Z description=test intermediate 96K batch
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_embd': 512, 'mlp_hidden_multiplier': 4, 'rotary_seq_len_multiplier': 10, 'rotary_base': 10000.0, 'softcap': 15.0, 'ignore_index': -1, 'init_wte_mean': 0.0, 'init_wte_std': 1.0, 'init_lm_head_mean': 0.0, 'init_lm_head_std': 0.001, 'init_matrix_scale': 1.7320508075688772}
Parameter counts:
  wte                     : 4,194,304
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  total                   : 33,554,432
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 180s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011267 | lrm: 1.00 | dt: 2599ms | tok/sec: 37,824 | mfu: 1.1% | epoch: 1 | remaining: 180s    
step 00482 (20.1%) | loss: 3.504915 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,607 | mfu: 36.3% | epoch: 1 | remaining: 144s    
step 00483 (20.2%) | loss: 3.509021 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,067 | mfu: 35.9% | epoch: 1 | remaining: 144s    
step 00484 (20.2%) | loss: 3.511359 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,098 | mfu: 36.0% | epoch: 1 | remaining: 144s    
step 00485 (20.2%) | loss: 3.513770 | lrm: 1.00 | dt: 76ms | tok/sec: 1,298,787 | mfu: 36.3% | epoch: 1 | remaining: 143s    
step 00486 (20.3%) | loss: 3.516861 | lrm: 1.00 | dt: 79ms | tok/sec: 1,244,778 | mfu: 34.8% | epoch: 1 | remaining: 143s    
step 00487 (20.3%) | loss: 3.513368 | lrm: 1.00 | dt: 74ms | tok/sec: 1,320,110 | mfu: 36.9% | epoch: 1 | remaining: 143s    
step 00488 (20.4%) | loss: 3.511494 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,381 | mfu: 36.6% | epoch: 1 | remaining: 143s    
step 00489 (20.4%) | loss: 3.507424 | lrm: 1.00 | dt: 75ms | tok/sec: 1,306,077 | mfu: 36.5% | epoch: 1 | remaining: 143s    
step 00490 (20.4%) | loss: 3.505498 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,950 | mfu: 36.4% | epoch: 1 | remaining: 143s    
step 00491 (20.5%) | loss: 3.507978 | lrm: 1.00 | dt: 75ms | tok/sec: 1,303,364 | mfu: 36.5% | epoch: 1 | remaining: 143s    
step 00492 (20.5%) | loss: 3.498110 | lrm: 1.00 | dt: 77ms | tok/sec: 1,268,440 | mfu: 35.5% | epoch: 1 | remaining: 143s    
step 00493 (20.6%) | loss: 3.500083 | lrm: 1.00 | dt: 81ms | tok/sec: 1,218,736 | mfu: 34.1% | epoch: 1 | remaining: 143s    
step 00494 (20.6%) | loss: 3.490797 | lrm: 1.00 | dt: 75ms | tok/sec: 1,306,992 | mfu: 36.6% | epoch: 1 | remaining: 143s    
step 00495 (20.7%) | loss: 3.494551 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,467 | mfu: 35.7% | epoch: 1 | remaining: 143s    
step 00496 (20.7%) | loss: 3.493052 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,169 | mfu: 36.2% | epoch: 1 | remaining: 143s    
step 00497 (20.7%) | loss: 3.499537 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,056 | mfu: 35.7% | epoch: 1 | remaining: 143s    
step 00498 (20.8%) | loss: 3.502395 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,517 | mfu: 36.0% | epoch: 1 | remaining: 143s    
step 00499 (20.8%) | loss: 3.500696 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,725 | mfu: 36.2% | epoch: 1 | remaining: 142s    
step 00500 (20.9%) | loss: 3.510762 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,157 | mfu: 36.1% | epoch: 1 | remaining: 142s    
step 00501 (20.9%) | loss: 3.503588 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,009 | mfu: 35.9% | epoch: 1 | remaining: 142s    
step 00502 (21.0%) | loss: 3.506098 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,412 | mfu: 36.1% | epoch: 1 | remaining: 142s    
step 00503 (21.0%) | loss: 3.505325 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,871 | mfu: 36.2% | epoch: 1 | remaining: 142s    
step 00504 (21.0%) | loss: 3.509268 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,084 | mfu: 36.0% | epoch: 1 | remaining: 142s    
step 00505 (21.1%) | loss: 3.506330 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,191 | mfu: 35.8% | epoch: 1 | remaining: 142s    
step 00506 (21.1%) | loss: 3.503073 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,473 | mfu: 35.8% | epoch: 1 | remaining: 142s    
step 00507 (21.2%) | loss: 3.504161 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,610 | mfu: 36.2% | epoch: 1 | remaining: 142s    
step 00508 (21.2%) | loss: 3.510836 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,509 | mfu: 35.9% | epoch: 1 | remaining: 142s    
step 00509 (21.3%) | loss: 3.510549 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,206 | mfu: 35.7% | epoch: 1 | remaining: 142s    
step 00510 (21.3%) | loss: 3.509756 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,947 | mfu: 35.8% | epoch: 1 | remaining: 142s    
step 00511 (21.3%) | loss: 3.511023 | lrm: 1.00 | dt: 75ms | tok/sec: 1,305,833 | mfu: 36.5% | epoch: 1 | remaining: 142s    
step 00512 (21.4%) | loss: 3.511187 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,451 | mfu: 35.7% | epoch: 1 | remaining: 141s    
step 00513 (21.4%) | loss: 3.507961 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,346 | mfu: 35.9% | epoch: 1 | remaining: 141s    
step 00514 (21.5%) | loss: 3.515338 | lrm: 1.00 | dt: 77ms | tok/sec: 1,272,127 | mfu: 35.6% | epoch: 1 | remaining: 141s    
step 00515 (21.5%) | loss: 3.517887 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,546 | mfu: 36.1% | epoch: 1 | remaining: 141s    
step 00516 (21.6%) | loss: 3.519316 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,830 | mfu: 36.3% | epoch: 1 | remaining: 141s    
step 00517 (21.6%) | loss: 3.515676 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,864 | mfu: 35.6% | epoch: 1 | remaining: 141s    
step 00518 (21.6%) | loss: 3.507155 | lrm: 1.00 | dt: 79ms | tok/sec: 1,248,699 | mfu: 34.9% | epoch: 1 | remaining: 141s    
step 00519 (21.7%) | loss: 3.507327 | lrm: 1.00 | dt: 76ms | tok/sec: 1,288,135 | mfu: 36.0% | epoch: 1 | remaining: 141s    
step 00520 (21.7%) | loss: 3.503207 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,626 | mfu: 35.9% | epoch: 1 | remaining: 141s    
step 00521 (21.8%) | loss: 3.501652 | lrm: 1.00 | dt: 77ms | tok/sec: 1,274,494 | mfu: 35.7% | epoch: 1 | remaining: 141s    
step 00522 (21.8%) | loss: 3.495544 | lrm: 1.00 | dt: 77ms | tok/sec: 1,269,557 | mfu: 35.5% | epoch: 1 | remaining: 141s    
step 00523 (21.9%) | loss: 3.499935 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,183 | mfu: 36.1% | epoch: 1 | remaining: 141s    
step 00524 (21.9%) | loss: 3.499364 | lrm: 1.00 | dt: 79ms | tok/sec: 1,237,000 | mfu: 34.6% | epoch: 1 | remaining: 141s    
step 00525 (21.9%) | loss: 3.499676 | lrm: 1.00 | dt: 76ms | tok/sec: 1,302,023 | mfu: 36.4% | epoch: 1 | remaining: 140s    
step 00526 (22.0%) | loss: 3.497441 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,883 | mfu: 36.4% | epoch: 1 | remaining: 140s    
step 00527 (22.0%) | loss: 3.502399 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,223 | mfu: 36.1% | epoch: 1 | remaining: 140s    
step 00528 (22.1%) | loss: 3.500271 | lrm: 1.00 | dt: 77ms | tok/sec: 1,275,014 | mfu: 35.7% | epoch: 1 | remaining: 140s    
step 00529 (22.1%) | loss: 3.495791 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,669 | mfu: 36.4% | epoch: 1 | remaining: 140s    
step 00530 (22.2%) | loss: 3.493292 | lrm: 1.00 | dt: 79ms | tok/sec: 1,251,056 | mfu: 35.0% | epoch: 1 | remaining: 140s    
step 00531 (22.2%) | loss: 3.488708 | lrm: 1.00 | dt: 81ms | tok/sec: 1,220,067 | mfu: 34.1% | epoch: 1 | remaining: 140s    
step 00532 (22.2%) | loss: 3.490370 | lrm: 1.00 | dt: 75ms | tok/sec: 1,307,282 | mfu: 36.6% | epoch: 1 | remaining: 140s    
step 00533 (22.3%) | loss: 3.496569 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,701 | mfu: 36.0% | epoch: 1 | remaining: 140s    
step 00534 (22.3%) | loss: 3.494162 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,235 | mfu: 35.8% | epoch: 1 | remaining: 140s    
step 00535 (22.4%) | loss: 3.489415 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,464 | mfu: 36.0% | epoch: 1 | remaining: 140s    
step 00536 (22.4%) | loss: 3.490539 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,426 | mfu: 36.3% | epoch: 1 | remaining: 140s    
step 00537 (22.4%) | loss: 3.487300 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,577 | mfu: 35.8% | epoch: 1 | remaining: 140s    
step 00538 (22.5%) | loss: 3.490657 | lrm: 1.00 | dt: 77ms | tok/sec: 1,280,184 | mfu: 35.8% | epoch: 1 | remaining: 139s    
step 00539 (22.5%) | loss: 3.494957 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,202 | mfu: 36.3% | epoch: 1 | remaining: 139s    
step 00540 (22.6%) | loss: 3.488410 | lrm: 1.00 | dt: 75ms | tok/sec: 1,309,590 | mfu: 36.6% | epoch: 1 | remaining: 139s    
step 00541 (22.6%) | loss: 3.486685 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,412 | mfu: 36.1% | epoch: 1 | remaining: 139s    
step 00542 (22.7%) | loss: 3.475767 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,625 | mfu: 35.9% | epoch: 1 | remaining: 139s    
step 00543 (22.7%) | loss: 3.478506 | lrm: 1.00 | dt: 78ms | tok/sec: 1,259,336 | mfu: 35.2% | epoch: 1 | remaining: 139s    
step 00544 (22.7%) | loss: 3.477043 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,630 | mfu: 35.7% | epoch: 1 | remaining: 139s    
step 00545 (22.8%) | loss: 3.474112 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,403 | mfu: 36.0% | epoch: 1 | remaining: 139s    
step 00546 (22.8%) | loss: 3.471161 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,838 | mfu: 36.4% | epoch: 1 | remaining: 139s    
step 00547 (22.9%) | loss: 3.469327 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,912 | mfu: 36.2% | epoch: 1 | remaining: 139s    
step 00548 (22.9%) | loss: 3.470022 | lrm: 1.00 | dt: 80ms | tok/sec: 1,224,153 | mfu: 34.2% | epoch: 1 | remaining: 139s    
step 00549 (23.0%) | loss: 3.465634 | lrm: 1.00 | dt: 75ms | tok/sec: 1,307,245 | mfu: 36.6% | epoch: 1 | remaining: 139s    
step 00550 (23.0%) | loss: 3.469505 | lrm: 1.00 | dt: 77ms | tok/sec: 1,273,585 | mfu: 35.6% | epoch: 1 | remaining: 139s    
step 00551 (23.0%) | loss: 3.464023 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,183 | mfu: 36.0% | epoch: 1 | remaining: 138s    
step 00552 (23.1%) | loss: 3.464303 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,637 | mfu: 35.5% | epoch: 1 | remaining: 138s    
step 00553 (23.1%) | loss: 3.469954 | lrm: 1.00 | dt: 78ms | tok/sec: 1,258,832 | mfu: 35.2% | epoch: 1 | remaining: 138s    
step 00554 (23.2%) | loss: 3.463033 | lrm: 1.00 | dt: 78ms | tok/sec: 1,264,015 | mfu: 35.4% | epoch: 1 | remaining: 138s    
step 00555 (23.2%) | loss: 3.458731 | lrm: 1.00 | dt: 78ms | tok/sec: 1,261,841 | mfu: 35.3% | epoch: 1 | remaining: 138s    
step 00556 (23.3%) | loss: 3.447484 | lrm: 1.00 | dt: 75ms | tok/sec: 1,307,709 | mfu: 36.6% | epoch: 1 | remaining: 138s    
step 00557 (23.3%) | loss: 3.440816 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,815 | mfu: 35.8% | epoch: 1 | remaining: 138s    
step 00558 (23.3%) | loss: 3.438733 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,789 | mfu: 36.1% | epoch: 1 | remaining: 138s    
step 00559 (23.4%) | loss: 3.431953 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,059 | mfu: 36.1% | epoch: 1 | remaining: 138s    
step 00560 (23.4%) | loss: 3.433418 | lrm: 1.00 | dt: 78ms | tok/sec: 1,268,070 | mfu: 35.5% | epoch: 1 | remaining: 138s    
step 00561 (23.5%) | loss: 3.431629 | lrm: 1.00 | dt: 77ms | tok/sec: 1,273,656 | mfu: 35.6% | epoch: 1 | remaining: 138s    
step 00562 (23.5%) | loss: 3.432429 | lrm: 1.00 | dt: 77ms | tok/sec: 1,271,986 | mfu: 35.6% | epoch: 1 | remaining: 138s    
step 00563 (23.6%) | loss: 3.430564 | lrm: 1.00 | dt: 78ms | tok/sec: 1,258,544 | mfu: 35.2% | epoch: 1 | remaining: 138s    
step 00564 (23.6%) | loss: 3.438400 | lrm: 1.00 | dt: 77ms | tok/sec: 1,278,640 | mfu: 35.8% | epoch: 1 | remaining: 137s    
step 00565 (23.6%) | loss: 3.438940 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,834 | mfu: 36.3% | epoch: 1 | remaining: 137s    
step 00566 (23.7%) | loss: 3.444677 | lrm: 1.00 | dt: 77ms | tok/sec: 1,273,486 | mfu: 35.6% | epoch: 1 | remaining: 137s    
step 00567 (23.7%) | loss: 3.442960 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,295 | mfu: 36.0% | epoch: 1 | remaining: 137s    
step 00568 (23.8%) | loss: 3.446490 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,756 | mfu: 36.3% | epoch: 1 | remaining: 137s    
step 00569 (23.8%) | loss: 3.446730 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,725 | mfu: 35.7% | epoch: 1 | remaining: 137s    
step 00570 (23.9%) | loss: 3.454337 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,832 | mfu: 36.1% | epoch: 1 | remaining: 137s    
step 00571 (23.9%) | loss: 3.454774 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,912 | mfu: 35.9% | epoch: 1 | remaining: 137s    
step 00572 (23.9%) | loss: 3.457277 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,952 | mfu: 36.2% | epoch: 1 | remaining: 137s    
step 00573 (24.0%) | loss: 3.452488 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,254 | mfu: 36.3% | epoch: 1 | remaining: 137s    
step 00574 (24.0%) | loss: 3.452050 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,439 | mfu: 35.7% | epoch: 1 | remaining: 137s    
step 00575 (24.1%) | loss: 3.444453 | lrm: 1.00 | dt: 75ms | tok/sec: 1,302,771 | mfu: 36.4% | epoch: 1 | remaining: 137s    
step 00576 (24.1%) | loss: 3.450133 | lrm: 1.00 | dt: 128ms | tok/sec: 765,403 | mfu: 21.4% | epoch: 1 | remaining: 136s    
step 00577 (24.2%) | loss: 3.451360 | lrm: 1.00 | dt: 73ms | tok/sec: 1,339,325 | mfu: 37.5% | epoch: 1 | remaining: 136s    
step 00578 (24.2%) | loss: 3.458341 | lrm: 1.00 | dt: 76ms | tok/sec: 1,291,885 | mfu: 36.1% | epoch: 1 | remaining: 136s    
step 00579 (24.3%) | loss: 3.459738 | lrm: 1.00 | dt: 74ms | tok/sec: 1,333,383 | mfu: 37.3% | epoch: 1 | remaining: 136s    
step 00580 (24.3%) | loss: 3.452986 | lrm: 1.00 | dt: 92ms | tok/sec: 1,070,191 | mfu: 29.9% | epoch: 1 | remaining: 136s    
step 00581 (24.4%) | loss: 3.462948 | lrm: 1.00 | dt: 74ms | tok/sec: 1,331,639 | mfu: 37.3% | epoch: 1 | remaining: 136s    
step 00582 (24.4%) | loss: 3.462772 | lrm: 1.00 | dt: 75ms | tok/sec: 1,303,010 | mfu: 36.5% | epoch: 1 | remaining: 136s    
step 00583 (24.4%) | loss: 3.459929 | lrm: 1.00 | dt: 75ms | tok/sec: 1,304,276 | mfu: 36.5% | epoch: 1 | remaining: 136s    
step 00584 (24.5%) | loss: 3.455312 | lrm: 1.00 | dt: 75ms | tok/sec: 1,316,826 | mfu: 36.8% | epoch: 1 | remaining: 136s    
step 00585 (24.5%) | loss: 3.450292 | lrm: 1.00 | dt: 75ms | tok/sec: 1,303,010 | mfu: 36.5% | epoch: 1 | remaining: 136s    
step 00586 (24.6%) | loss: 3.446404 | lrm: 1.00 | dt: 82ms | tok/sec: 1,205,171 | mfu: 33.7% | epoch: 1 | remaining: 136s    
step 00587 (24.6%) | loss: 3.451747 | lrm: 1.00 | dt: 75ms | tok/sec: 1,310,798 | mfu: 36.7% | epoch: 1 | remaining: 136s    
step 00588 (24.7%) | loss: 3.454881 | lrm: 1.00 | dt: 80ms | tok/sec: 1,232,617 | mfu: 34.5% | epoch: 1 | remaining: 136s    
step 00589 (24.7%) | loss: 3.447498 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,799 | mfu: 35.7% | epoch: 1 | remaining: 135s    
step 00590 (24.7%) | loss: 3.448762 | lrm: 1.00 | dt: 76ms | tok/sec: 1,285,449 | mfu: 36.0% | epoch: 1 | remaining: 135s    
step 00591 (24.8%) | loss: 3.453765 | lrm: 1.00 | dt: 77ms | tok/sec: 1,284,808 | mfu: 35.9% | epoch: 1 | remaining: 135s    
step 00592 (24.8%) | loss: 3.451220 | lrm: 1.00 | dt: 77ms | tok/sec: 1,274,534 | mfu: 35.7% | epoch: 1 | remaining: 135s    
step 00593 (24.9%) | loss: 3.453772 | lrm: 1.00 | dt: 77ms | tok/sec: 1,276,352 | mfu: 35.7% | epoch: 1 | remaining: 135s    
step 00594 (24.9%) | loss: 3.449098 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,171 | mfu: 35.7% | epoch: 1 | remaining: 135s    
step 00595 (25.0%) | loss: 3.452112 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,064 | mfu: 36.2% | epoch: 1 | remaining: 135s    
step 00596 (25.0%) | loss: 3.451505 | lrm: 1.00 | dt: 75ms | tok/sec: 1,317,243 | mfu: 36.9% | epoch: 1 | remaining: 135s    
step 00597 (25.0%) | loss: 3.459775 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,102 | mfu: 36.1% | epoch: 1 | remaining: 135s    
step 00598 (25.1%) | loss: 3.465775 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,343 | mfu: 36.4% | epoch: 1 | remaining: 135s    
step 00599 (25.1%) | loss: 3.463823 | lrm: 1.00 | dt: 75ms | tok/sec: 1,302,290 | mfu: 36.4% | epoch: 1 | remaining: 135s    
step 00600 (25.2%) | loss: 3.456532 | lrm: 1.00 | dt: 75ms | tok/sec: 1,306,776 | mfu: 36.6% | epoch: 1 | remaining: 135s    
step 00601 (25.2%) | loss: 3.465628 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,269 | mfu: 35.5% | epoch: 1 | remaining: 135s    
step 00602 (25.2%) | loss: 3.463377 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,989 | mfu: 35.9% | epoch: 1 | remaining: 134s    
step 00603 (25.3%) | loss: 3.458847 | lrm: 1.00 | dt: 78ms | tok/sec: 1,266,453 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00604 (25.3%) | loss: 3.462903 | lrm: 1.00 | dt: 78ms | tok/sec: 1,264,368 | mfu: 35.4% | epoch: 1 | remaining: 134s    
step 00605 (25.4%) | loss: 3.465770 | lrm: 1.00 | dt: 77ms | tok/sec: 1,277,408 | mfu: 35.7% | epoch: 1 | remaining: 134s    
step 00606 (25.4%) | loss: 3.457679 | lrm: 1.00 | dt: 76ms | tok/sec: 1,287,697 | mfu: 36.0% | epoch: 1 | remaining: 134s    
step 00607 (25.5%) | loss: 3.458231 | lrm: 1.00 | dt: 76ms | tok/sec: 1,299,216 | mfu: 36.3% | epoch: 1 | remaining: 134s    
step 00608 (25.5%) | loss: 3.469833 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,120 | mfu: 36.1% | epoch: 1 | remaining: 134s    
step 00609 (25.5%) | loss: 3.463331 | lrm: 1.00 | dt: 76ms | tok/sec: 1,286,407 | mfu: 36.0% | epoch: 1 | remaining: 134s    
step 00610 (25.6%) | loss: 3.462089 | lrm: 1.00 | dt: 77ms | tok/sec: 1,279,350 | mfu: 35.8% | epoch: 1 | remaining: 134s    
step 00611 (25.6%) | loss: 3.459086 | lrm: 1.00 | dt: 78ms | tok/sec: 1,261,525 | mfu: 35.3% | epoch: 1 | remaining: 134s    
step 00612 (25.7%) | loss: 3.455843 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,762 | mfu: 36.2% | epoch: 1 | remaining: 134s    
step 00613 (25.7%) | loss: 3.458349 | lrm: 1.00 | dt: 75ms | tok/sec: 1,302,792 | mfu: 36.4% | epoch: 1 | remaining: 134s    
step 00614 (25.8%) | loss: 3.458471 | lrm: 1.00 | dt: 77ms | tok/sec: 1,270,684 | mfu: 35.5% | epoch: 1 | remaining: 134s    
step 00615 (25.8%) | loss: 3.467821 | lrm: 1.00 | dt: 75ms | tok/sec: 1,307,937 | mfu: 36.6% | epoch: 1 | remaining: 133s    
step 00616 (25.8%) | loss: 3.466421 | lrm: 1.00 | dt: 77ms | tok/sec: 1,269,561 | mfu: 35.5% | epoch: 1 | remaining: 133s    
step 00617 (25.9%) | loss: 3.463207 | lrm: 1.00 | dt: 77ms | tok/sec: 1,283,141 | mfu: 35.9% | epoch: 1 | remaining: 133s    
step 00618 (25.9%) | loss: 3.467324 | lrm: 1.00 | dt: 77ms | tok/sec: 1,271,350 | mfu: 35.6% | epoch: 1 | remaining: 133s    
step 00619 (26.0%) | loss: 3.472505 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,422 | mfu: 36.3% | epoch: 1 | remaining: 133s    
step 00620 (26.0%) | loss: 3.470172 | lrm: 1.00 | dt: 77ms | tok/sec: 1,273,129 | mfu: 35.6% | epoch: 1 | remaining: 133s    
step 00621 (26.1%) | loss: 3.464370 | lrm: 1.00 | dt: 76ms | tok/sec: 1,290,563 | mfu: 36.1% | epoch: 1 | remaining: 133s    
step 00622 (26.1%) | loss: 3.470011 | lrm: 1.00 | dt: 76ms | tok/sec: 1,294,143 | mfu: 36.2% | epoch: 1 | remaining: 133s    
step 00623 (26.1%) | loss: 3.460275 | lrm: 1.00 | dt: 77ms | tok/sec: 1,281,689 | mfu: 35.9% | epoch: 1 | remaining: 133s    
step 00624 (26.2%) | loss: 3.448870 | lrm: 1.00 | dt: 75ms | tok/sec: 1,314,840 | mfu: 36.8% | epoch: 1 | remaining: 133s    
step 00625 (26.2%) | loss: 3.451702 | lrm: 1.00 | dt: 110ms | tok/sec: 895,233 | mfu: 25.0% | epoch: 1 | remaining: 133s    
step 00626 (26.3%) | loss: 3.451681 | lrm: 1.00 | dt: 73ms | tok/sec: 1,345,207 | mfu: 37.6% | epoch: 1 | remaining: 133s    
step 00627 (26.3%) | loss: 3.453504 | lrm: 1.00 | dt: 75ms | tok/sec: 1,318,856 | mfu: 36.9% | epoch: 1 | remaining: 133s    
step 00628 (26.4%) | loss: 3.460294 | lrm: 1.00 | dt: 75ms | tok/sec: 1,306,540 | mfu: 36.6% | epoch: 1 | remaining: 132s    
step 00629 (26.4%) | loss: 3.462321 | lrm: 1.00 | dt: 75ms | tok/sec: 1,309,607 | mfu: 36.6% | epoch: 1 | remaining: 132s    
step 00630 (26.5%) | loss: 3.468684 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,815 | mfu: 36.4% | epoch: 1 | remaining: 132s    
step 00631 (26.5%) | loss: 3.467078 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,211 | mfu: 36.6% | epoch: 1 | remaining: 132s    
step 00632 (26.5%) | loss: 3.471850 | lrm: 1.00 | dt: 76ms | tok/sec: 1,292,881 | mfu: 36.2% | epoch: 1 | remaining: 132s    
step 00633 (26.6%) | loss: 3.463543 | lrm: 1.00 | dt: 76ms | tok/sec: 1,297,940 | mfu: 36.3% | epoch: 1 | remaining: 132s    
step 00634 (26.6%) | loss: 3.463353 | lrm: 1.00 | dt: 76ms | tok/sec: 1,300,253 | mfu: 36.4% | epoch: 1 | remaining: 132s    
step 00635 (26.7%) | loss: 3.457386 | lrm: 1.00 | dt: 76ms | tok/sec: 1,293,522 | mfu: 36.2% | epoch: 1 | remaining: 132s    
step 00636 (26.7%) | loss: 3.455180 | lrm: 1.00 | dt: 76ms | tok/sec: 1,295,620 | mfu: 36.2% | epoch: 1 | remaining: 132s    
step 00637 (26.7%) | loss: 3.453041 | lrm: 1.00 | dt: 82ms | tok/sec: 1,193,402 | mfu: 33.4% | epoch: 1 | remaining: 132s    
step 00638 (26.8%) | loss: 3.453757 | lrm: 1.00 | dt: 79ms | tok/sec: 1,242,992 | mfu: 34.8% | epoch: 1 | remaining: 132s    
step 00639 (26.8%) | loss: 3.450857 | lrm: 1.00 | dt: 77ms | tok/sec: 1,282,594 | mfu: 35.9% | epoch: 1 | remaining: 132s    
step 00640 (26.9%) | loss: 3.450898 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,255 | mfu: 36.1% | epoch: 1 | remaining: 132s    
step 00641 (26.9%) | loss: 3.453049 | lrm: 1.00 | dt: 75ms | tok/sec: 1,310,985 | mfu: 36.7% | epoch: 1 | remaining: 131s    
step 00642 (27.0%) | loss: 3.451565 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,434 | mfu: 36.3% | epoch: 1 | remaining: 131s    
step 00643 (27.0%) | loss: 3.452926 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,971 | mfu: 36.6% | epoch: 1 | remaining: 131s    
step 00644 (27.0%) | loss: 3.448756 | lrm: 1.00 | dt: 75ms | tok/sec: 1,308,959 | mfu: 36.6% | epoch: 1 | remaining: 131s    
step 00645 (27.1%) | loss: 3.458666 | lrm: 1.00 | dt: 76ms | tok/sec: 1,301,016 | mfu: 36.4% | epoch: 1 | remaining: 131s    
step 00646 (27.1%) | loss: 3.458153 | lrm: 1.00 | dt: 76ms | tok/sec: 1,289,860 | mfu: 36.1% | epoch: 1 | remaining: 131s    
step 00647 (27.2%) | loss: 3.459193 | lrm: 1.00 | dt: 76ms | tok/sec: 1,296,104 | mfu: 36.3% | epoch: 1 | remaining: 131s    
